,Unnamed: 0,IDcmpd,ID_zinc,ID_chemspider,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,hydrophobicity_index,active_moeity,other_activities,active_or_inactive,refs,AUC_0t,AUC_tinf,Rareas,Kd,Ke,Kd_hld,Ke_hlt,MRT,Vd,Cl,Tmax,Cpmax,pk_method,PPD,PPD_method,internal_standard,effect_types,animal_models,animal_weights,administration_routes,Dose,ID_test_type,taxid_path,strains,active_inactivec,IC50micromol,IC50microgML,MEC,IC90,MIC,IC_totallysis,IC_pourc,pourcentage,ICpourc_positive,pourcentage_positive,EC50,LD50,ED50,GI50,survival_index,IC_surv,cell_type,host_cell,animal_model,nbr_animal,animal_weight,age,experimental_model,dose,administration_route,treatment_periode,evaluation_method,studied_parameters,positive_control,selectivity_index,IC50_positive,IC90_positivec,LD50_positive,EC50_positive,ED50_positive,negative_control,IC50_negative,leishmanicide_activitie,cytotoxicity_degree,result,positive_result,effect_type
44,44,29,,,C[N@@+]2(C)[I+]C[C@H](OC(=O)/C=C/c1ccc(O)cc1)C[C@H]2C(=O)[O-],"(2S,4R)-2-carboxy-4-(E)-p-coumaroyloxy-1,1-dimethylpyrrolidinium",pyrrolidinium derivative,C16H19INO5+,432.23400000000015,Phlomis brunneogaleata of the family Lamiaceae,natural,Alkaloid,Pyrrolidinium Alkaloid,,,,,10.1021/cr400552x   ,,,,,,,,,,0.000,,,,,,,,,,,,Axenic,ldono,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,30,,4483630,Cn1c2ccccc2c(=O)c3c1c4c(cc3O)O[C@@H](C4)[C@](CO)(C(=O)OC)O,"Methyl (2R)-2,3-dihydroxy-2-[(2S)-5-hydroxy-11-methyl-6-oxo-1,2,6,11-tetrahydrofuro[2,3-c]acridin-2-yl]propanoate",rhodesiacridone,C20H19NO7,385.367,Thamnosma rhodesica,natural,Alkaloid,acridone alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,10,,,,,,10.000,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,30,,4483630,Cn1c2ccccc2c(=O)c3c1c4c(cc3O)O[C@@H](C4)[C@](CO)(C(=O)OC)O,"Methyl (2R)-2,3-dihydroxy-2-[(2S)-5-hydroxy-11-methyl-6-oxo-1,2,6,11-tetrahydrofuro[2,3-c]acridin-2-yl]propanoate",rhodesiacridone,C20H19NO7,385.367,Thamnosma rhodesica,natural,Alkaloid,acridone alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Hostcell,lmaj,,,10,,,,,,,,,,,,,,,,murine macrophages,,,,,,,,,,,,,,,,,,,,,,no toxicity,,,
47,47,30,,4483630,Cn1c2ccccc2c(=O)c3c1c4c(cc3O)O[C@@H](C4)[C@](CO)(C(=O)OC)O,"Methyl (2R)-2,3-dihydroxy-2-[(2S)-5-hydroxy-11-methyl-6-oxo-1,2,6,11-tetrahydrofuro[2,3-c]acridin-2-yl]propanoate",rhodesiacridone,C20H19NO7,385.367,Thamnosma rhodesica,natural,Alkaloid,acridone alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lmaj,,,,,,10 micromol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,31,,4476568,CC(CO)(C1Cc2c(cc(c3c2n(c4ccccc4c3=O)C)O)O1)O,"2-(1,2-Dihydroxy-2-propanyl)-5-hydroxy-11-methyl-1,11-dihydrofuro[2,3-c]acridin-6(2H)-one",gravacridonediol,C19H19NO5,341.358,Thamnosma rhodesica,natural,alkaloid,acridone alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,10,,,,,,10.000,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,31,,4476568,CC(CO)(C1Cc2c(cc(c3c2n(c4ccccc4c3=O)C)O)O1)O,"2-(1,2-Dihydroxy-2-propanyl)-5-hydroxy-11-methyl-1,11-dihydrofuro[2,3-c]acridin-6(2H)-one",gravacridonediol,C19H19NO5,341.358,Thamnosma rhodesica,natural,alkaloid,acridone alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Hostcell,lmaj,,,1,,,,,,,,,,,,,,,,murine macrophages,,,,,,,,,,,,,,,,,,,,,,no toxicity,,,
50,50,31,,4476568,CC(CO)(C1Cc2c(cc(c3c2n(c4ccccc4c3=O)C)O)O1)O,"2-(1,2-Dihydroxy-2-propanyl)-5-hydroxy-11-methyl-1,11-dihydrofuro[2,3-c]acridin-6(2H)-one",gravacridonediol,C19H19NO5,341.358,Thamnosma rhodesica,natural,alkaloid,acridone alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lmaj,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,32,,4527364,Cn1c2ccccc2c(=O)c3c1c(c(c(c3O)OC)OC)OC," 1-Hydroxy-2,3,4-trimethoxy-10-methyl-9(10H)-acridinone

   ",normelicopicine, C17H17NO5,315.321,Teclea trichocarpa,natural,alkaloid,acridone alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,33,,4445138,Cn1c2ccccc2c(=O)c3c1cc(c(c3O)OC)OC,"1-Hydroxy-2,3-dimethoxy-10-methyl-9(10H)-acridinone

    ",arborinine,C16H15NO4,285.295,Teclea trichocarpa,natural,alkaloid,acridone alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,34,898052.0,87712,c1ccc2c(c1)c3ccnc4c3n2c(=O)cc4,canthin-6-one," 
",C14H8N2O,220.226,,natural,alkaloid,beta-carboline alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Invivo,lamaz,,,,,,,,,,,,,,,,,,,,,BALB/c mice,,,,,,,,,,,,,,,,,,,,,"moderate reduction of the
parasite loads in the lesion",,
54,54,35,13282986.0,227523,COc1cc2c3c(ccn2)c4ccccc4n3c1=O,5-methoxycanthin-6-one,,C15H10N2O2,250.252,,natural,alkaloid,beta-carboline alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Invivo,lamaz,,,,,,,,,,,,,,,,,,,,,BALB/c mice,,,,,,,,,,,,,,,,,,,,,"moderate reduction of the
parasite loads in the lesion",,
55,55,38,,28282602,c1ccc2c(c1)c3c([nH]2)[C@]45C[C@@H]6[C@H]([C@H](O4)CN5CC3)[C@H](OC=C6C(=O)O)OC7[C@H]([C@@H]([C@H]([C@@H](O7)CO)O)O)O,"(1S,15S,16R,17R,21R)-17-(L-Glucopyranosyloxy)-18,23-dioxa-3,13-diazahexacyclo[13.7.1.01,13.02,10.04,9.016,21]tricosa-2(10),4,6,8,19-pentaene-20-carboxylic acid",cadambine acid,C26H30N2O10,530.524,Nauclea diderrichii,natural,alkaloid,beta-carboline alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,linf,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI >200,,,,,,,,,,,,
56,56,39,,5006904,c1ccc2c(c1)c3ccnc(c3[nH]2)C4=C[C@]5(CC/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5N8CCCC/C=C\[C@H]8C7)O,,manzamine A,C36H44N4O,548.761,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,1.64,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,pentamidine / amphotericine B,,2.1microgML / 0.6 micromol,,,,,,,,,,,
57,57,40,,4435659,c1cc2c3ccnc(c3[nH]c2c(c1)O)C4=C[C@]5(CC/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5N8CCCC/C=C\[C@H]8C7)O,,8-hydroxymanzamine A,C36H44N4O2,564.76,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentamidine / amphotericine B,,2.1microgML / 0.6 micromol,,,,,,,,,,,
58,58,41,,23339652,c1ccc2c(c1)c3cc[n+](c(c3[nH]2)C4=C[C@]5(CC/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5N8CCCC/C=C\[C@H]8C7)O)[O-],"(1R,2R,4R,5Z,12R,13S,16Z)-25-(2-Oxido-9H-beta-carbolin-1-yl)-11,22-diazapentacyclo[11.11.2.1~2,22~.0~2,12~.0~4,11~]heptacosa-5,16,25-trien-13-ol","manzamine A N-oxide 
",C36H44N4O2,564.76,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048,,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,1.94,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,pentamidine/amphotericine B,,2.1 microgML/0.6 micromol,,,,,,,,,,,
59,59,42,44093984.0,,c1ccc2c(c1)c3cc[nH+]c(c3[nH]2)C4=C[C@]5(CC/C=C\CCCC[NH+]6CC[C@H]4[C@]7(C6)[C@H]5N8CCCC(=O)CC[C@H]8C7)O,,manzamine E,C36H44N4O2	,566.7900000000004,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericine B,, 0.6 micromol,,,,,,,,,,,
60,60,43,58632015.0,10200442,c1cc2c(cc1O)c3ccnc(c3[nH]2)C4=C[C@]5(CC/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5N8CCCC(=O)CC[C@H]8C7)O,,6-hydroxymanzamine E,C36H44N4O3,580.76,the Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.6 micromol,,,,,,,,,,,
61,61,44,,23339587,c1cc2c3ccnc(c3[nH]c2c(c1)O)C4=C[C@]5(CC/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5N8CCCC(=O)CC[C@H]8C7)O,"(1R,2R,4S,12R,13S,16Z)-13-Hydroxy-25-(8-hydroxy-9H-beta-carbolin-1-yl)-11,22-diazapentacyclo[11.11.2.1~2,22~.0~2,12~.0~4,11~]heptacosa-16,25-dien-7-one",manzamine F,C36H44N4O3,580.76,the Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,0.1021/cr400552x;10.1016/j.bmc.2013.11.048,,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,amph B,,0.6 micromol,,,,,,,,,,,
62,62,45,,4440569,c1ccc2c(c1)c3ccnc(c3[nH]2)C4=C[C@]5(CC/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5NCCCC/C=C\CC7)O,,manzamine J,C36H46N4O,550.777,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,45.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,amph B,,0.6 micromol,,,,,,,,,,,
63,63,46,,8652208,O[C@@]13/C=C(/CO)[C@H]5CCN(CCCC\C=C/CC1)C[C@@]45C[C@H]2/C=C\CCCCN2[C@H]34,,ircinol A,C26H40N2O2,412.608,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,2.18,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B/pntamidine,,0.6 micromol/2.1 microgML,,,,,,,,,,,
64,64,47,,4435492,C1CCN2CC[C@H]3C(=C[C@@](CC/C=C\C1)([C@H]4[C@]3(C2)C[C@H]/5N4CCCC/C=C5)O)C=O,,"ircinal A 
",C26H38N2O2,410.592,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,0.9-6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,petamidine,,2.1 micromol,,,,,,,,,,,
65,65,48,,10286665,c1cc2c(cc1O)c3ccnc(c3[nH]2)C4=C[C@]5(CC/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5N8CCC[C@@H]9CC[C@@]8(C7)O9)O,"(1R,2R,4S,7R,12R,13S,16Z)-25-(6-Hydroxy-9H-beta-carbolin-1-yl)-28-oxa-11,22-diazahexacyclo[11.11.2.1~2,22~.1~4,7~.0~2,12~.0~4,11~]octacosa-16,25-dien-13-ol",manzamine X,C36H44N4O3,580.76,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,0.9-6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,petamidine,,2.1 micromol,,,,,,,,,,,
66,66,49,,23339585,c1ccc2c(c1)c3ccnc(c3[nH]2)C4=C[C@]5(CC/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5N8CCC[C@@H]9CC[C@@]8(C7)O9)O,"(1R,2R,4S,7R,12R,13S,16Z)-25-(9H-beta-Carbolin-1-yl)-28-oxa-11,22-diazahexacyclo[11.11.2.1~2,22~.1~4,7~.0~2,12~.0~4,11~]octacosa-16,25-dien-13-ol",6-deoxymanzamine X,C36H44N4O2,564.76,Indonesian sponge Acanthostrongylophora sp,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,0.9-6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,petamidine,,2.1 microgML,,,,,,,,,,,
67,67,50,28970211.0,8568562,C1CCN2CC[C@H]3C(=C[C@@](CC/C=C\C1)([C@H]4[C@]3(C2)C[C@H]/5N4CCCC/C=C5)O)C6=NC=CC7=C6NC8=C7C=C(C=C8)O,"(1R,2R,4R,5Z,12R,13S,16Z)-25-(6-Hydroxy-9H-beta-carbolin-1-yl)-11,22-diazapentacyclo[11.11.2.1~2,22~.0~2,12~.0~4,11~]heptacosa-5,16,25-trien-13-ol",manzamine Y,C36H44N4O2,564.76,Indonesian sponge Acanthostrongylophora sp.,natural,alkaloid,manzamine alkaloid,,,,,10.1021/cr400552x    ,,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,petamidine,,2.1 microgML,,,,,,,,,,,
68,68,51,,,[H][C@]/7(CC[C@]1([H])NCCc2c1[nH]c3ccccc23)C[C@@]6([H])c5[nH]c4ccc(C(C)=O)cc4c5CCN6CC7=C\C,,ramiflorine A,C32H36N4O,492.6670000000004,Aspidosperma ramiflorum (Apocynaceae),natural,alkaloid,indole alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lamaz,,,,,,,,,,,,,,34.93 micromol,,,,,,,,,,,,,,,,,petamidine,,,, 16.87 micromol,,,,,,,,,
69,69,52,,,[H][C@]/7(CC[C@]1([H])NCCc2c1[nH]c3ccccc23)C[C@@]6([H])c5[nH]c4ccc(C(C)=O)cc4c5CCN6CC7=C\C,,ramiflorine B,C32H36N4O,492.6670000000004,Aspidosperma ramiflorum (Apocynaceae),natural,alkaloid,indole alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lamaz,,,,,,,,,,,,,,10.5 micromol,,,,,,,,,,,,,,,,,petamidine,,,,16.87 micromol,,,,,,,,,
70,70,53,,,Cc3c1ccccc1nc4c(=O)c2ccccc2c(=O)c34,,,C18H11NO2,273.291,,natural,alkaloid,pyridoacridinone alkaloid,,,,,"10.1021/cr400552x;
10.1055/s-2003-40640 
    ",,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.025 microgML,,,,,,,,,,,
71,71,54,,,CN(C)/C=C/c3c1ccccc1nc4c(=O)c2ccccc2c(=O)c34,,,C21H16N2O2,328.3710000000001,,natural,alkaloid,pyridoacridinone alkaloid,,,,,"10.1021/cr400552x;
    10.1055/s-2003-40640",,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.025 microgML,,,,,,,,,,,
72,72,55,,,CN(C)CCc3c1ccccc1nc4c(=O)c2ccccc2c(=O)c34,,,C21H18N2O2,330.38700000000006,,natural,alkaloid,pyridoacridinone alkaloid,,,,,"10.1021/cr400552x
    10.1055/s-2003-40640",,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.025 microgML,,,,,,,,,,,
73,73,56,,,CCSc2cc(=O)c4nc1ccccc1c3ccnc2c34,,,C17H12N2OS,292.36300000000006,,natural,alkaloid,pyridoacridinone alkaloid,,,,,"10.1021/cr400552x
    10.1055/s-2003-40640",,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.025 microgML,,,,,,,,,,,
74,74,57,,,Cc5ccc(Sc2cc(=O)c4nc1ccccc1c3ccnc2c34)cc5,,,C22H14N2OS,354.4340000000001,,natural, alkaloid,pyridoacridinone alkaloid,,,,,"10.1021/cr400552x
    10.1055/s-2003-40640",,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.025 microgML,,,,,,,,,,,
75,75,58,,,Nc2cc(=O)c4nc1ccccc1c3ccnc2c34,,,C15H9N3O,247.257,,natural,alkaloid,pyridoacridinone alkaloid,,,,,"10.1021/cr400552x
    10.1055/s-2003-40640",,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.025 microgML,,,,,,,,,,,
76,76,59,,,O=c3c1ccccc1c5nccc4c2ccccc2nc3c45,,,C19H10N2O,282.302,,natural,alkaloid,pyridoacridinone alkaloid,,,,,"10.1021/cr400552x
    10.1055/s-2003-40640",,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.025 microgML,,,,,,,,,,,
77,77,60,,,O=c3c1cccnc1c5nccc4c2ccccc2nc3c45,,,C18H9N3O,283.29,,natural,alkaloid,pyridoacridinone alkaloid,,,,,"10.1021/cr400552x
    10.1055/s-2003-40640",,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.025 microgML,,,,,,,,,,,
78,78,61,,29213821,CCCCCCCCC[C@@H]1C[C@@H]2CC[C@@H]3N2C(=N1)N[C@@H]([C@@H]3C(=O)O[C@H](C)CCCCCCC[C@@H]4C[C@@H]5CC[C@H]6N5C(=N4)N[C@H](C6)C)C,"(2R)-9-[(2aS,4R,7S,8aR)-7-Methyl-2,2a,3,4,5,7,8,8a-octahydro-1H-5,6,8b-triazaacenaphthylen-4-yl]-2-nonanyl (2aS,3S,4R,7R,8aS)-4-methyl-7-nonyl-2,2a,3,4,5,7,8,8a-octahydro-1H-5,6,8b-triazaacenaphthylen e-3-carboxylate","batzelladine L
",C39H68N6O2,652.996,"Jamaican sponge Monanchora
unguifera",natural,alkaloid,batzelladine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,ldono,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,Alamar bleue assay,,petamidine/amphotericin B,,1.7/1.8 microgML,,,,,,,,,,,
79,79,62,,23076754,CCCCCCC[C@@H]1C[C@@H]2CCC3=C(C(N=C(N23)N1)C)C(=O)OCCCCCCC[C@@H]4C[C@@H]5CC[C@H]6N5C(=N4)N[C@H](C6)C,"7-[(2aS,4R,7S,8aR)-7-Methyl-2,2a,3,4,5,7,8,8a-octahydro-1H-5,6,8b-triazaacenaphthylen-4-yl]heptyl (7R,8aS)-7-heptyl-4-methyl-2,4,5,7,8,8a-hexahydro-1H-5,6,8b-triazaacenaphthylene-3-carboxylate", batzelladine M,C35H58N6O2,594.874,"Jamaican sponge Monanchora
unguifera",natural,alkaloid,batzelladine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,Alamar bleue assay,,petamidine/amphotericin B,,,,,,,,,,,,,
80,80,63,,10475183,[H][C@@H]5CCC[C@@]2(N/C3=N/[C@]1(CC/C=C\[C@H](CC)O1)C[C@]4([H])CC[C@]([H])([C@@H]2C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCN)C[C@@H](C)CCN)N34)O5,"16-[(4-Aminobutyl)(3-aminopropyl)amino]-16-oxohexadecyl (2R,2a'S,3'R,4'S,6''S,7R,8a'R)-7-ethyl-6''-methyl-1',2',2a',3',3'',4,4'',5'',6'',7,8',8a'-dodecahydro-3H,5'H-dispiro[oxepine-2,7'-[5,6,8b]triaza acenaphthylene-4',2''-pyran]-3'-carboxylate",ptilomycalin A,C45H80N6O5,785.1539,"Jamaican sponge Monanchora
unguifera",natural,alkaloid,batzelladine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,Alamar bleue assay,,petamidine/amphotericin,,,,,,,,,,,,,
81,81,64,,,[H][C@]34CC[C@]5([H])[C@H](C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCN)C[C@@H](C)CCN)[C@]1(CCC[C@@H](O)O1)N/C(=N/[C@]2(CC/C=C\[C@H](CC)O2)C3)N45,,crambescidine,C45H80N6O6,801.1709999999999,"Jamaican sponge Monanchora
unguifera",natural,alkaloid,batzelladine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,Alamar bleue assay,,petamidine/amphotericin,,,,,,,,,,,,,
82,82,65,,,CCCCCCCC[C@H]1C[C@]3(C)CC/C2=C(C(=O)OCCCCNC(=N)N)/C(CCCCC)/N=C(N1)\N23,,batzelladine C,C29H52N6O2,516.7750000000003,"Jamaican sponge Monanchora
unguifera",natural,alkaloid,batzelladine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,Alamar bleue assay,,petamidine/amphotericin,,,,,,,,,,,,,
83,83,66,,9013955,CCCCCCCC[C@H]1C[C@]3(C)CCc2c(C(=O)OCCCCNC(=N)N)c(CCCCC)nc(=N1)n23,"4-[(Diaminomethylene)amino]butyl (7S,8aR)-7-heptyl-4-pentyl-2,7,8,8a-tetrahydro-1H-5,6,8b-triazaacenaphthylene-3-carboxylate",dehydrobatzelladine C,C27H46N6O2,486.693,"Jamaican sponge Monanchora
unguifera",natural,alkaloid,batzelladine alkaloid,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,Alamar bleue assay,,petamidine/amphotericin,,,,,,,,,,,,,
84,84,67,,,[H][C@](C)(C[C@H]3CC[C@@]4([H])[C@]2([H])CC[C@@]1([H])[C@@]([H])(O)[C@@H](NC(=O)/C=C/C)[C@@]([H])(O)C[C@]1(C)[C@@]2([H])CC[C@]34C)N(C)C,,,C28H48N2O3,460.7030000000003,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,,,,,"10.1021/cr400552x;
    10.1080/14786410701192736",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,88/DESTO,,,52.74,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.12,,,,,,,,,,,
85,85,68,,,[H][C@](C)(C[C@H]3CC[C@@]4([H])[C@]2([H])CC[C@@]1([H])[C@@]([H])(OC(C)=O)[C@@H](NC(=O)/C=C/C)[C@]([H])(O)C[C@]1(C)[C@@]2([H])CC[C@]34C)N(C)C,,,C30H50N2O4,502.7400000000004,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,,"a
senecioylamino moiety at the C-3 position, demonstrated
strong antileishmanial potential",,,"10.1021/cr400552x;
    10.1080/14786410701192736",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,88/DESTO,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.12,,,,,,,,,,,
86,86,69,,,[H][C@](C)(C[C@H]3CC[C@@]4([H])[C@]2([H])CC[C@@]1([H])[C@@]([H])([H])[C@@H](NC(=O)/C=C/C)[C@@]([H])(OC(C)=O)C[C@]1(C)[C@@]2([H])CC[C@]34C)N(C)C,,,C30H50N2O3,486.7410000000004,Nepalese species Sarcococca hookeriana,natural,Alkaloid,Steroidal Alkaloid,,,,,"10.1021/cr400552x;
    10.1080/14786410701192736

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,88/DESTO,,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.12,,,,,,,,,,,
87,87,70,,,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C=O)[C@@]1(C)CC[C@@]23[H])[C@]([H])([H])[C@H]4NCC(=O)/C=C(C)/C(C)C,,,C32H54N2O2,498.79600000000033,Nepalese species Sarcococca hookeriana,natural,Alkaloid,Steroidal Alkaloid,,,,,10.1021/cr400552x;     10.1080/14786410701192736,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,88/DESTO,,,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.12,,,,,,,,,,,
