CompoundID,SMILES,Common name,Biological Activity,Pathogen,IC50(µM/ml) ,IC50(µg/ml),% Inhibition ,Weight,Origin,Formula,Nature,Family,Subfamily,ID_ref,References,References_
85,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)NC)[C@@]1(C)CC[C@@]23[H])[C@@]([H])(O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,,3.27,,444.704,Nepalese species Sarcococca hookeriana,C28H48N2O2,natural,alkaloid,steroidal alkaloid,74,"10.1021/cr400552x;
    10.1080/14786410701192736",
86,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4NC,,Active,Leishmania,,2,,374.657,Nepalese species Sarcococca hookeriana,C25H46N2,natural,alkaloid,Steroidal Alkaloid,79,"10.1021/cr400552x;
    10.1080/14786410701192736",
87,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@]([H])(O)[C@H]4O,,Active,Leishmania,,55.33,,377.613,Nepalese species Sarcococca hookeriana,C24H43NO2,natural,Alkaloid,Steroidal Alkaloid,76,"10.1021/cr400552x;
    10.1080/14786410701192736",
88,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4N,,Active,Leishmania,,3.41,,360.63,Nepalese species Sarcococca hookeriana,C24H44N2,natural,alkaloid,steroidal alkaloid,77,"10.1021/cr400552x,
    10.1080/14786410701192736",
89,[H]C1([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CCC(CC([H])(C)N(C)C)[C@@]4(C)CC[C@]23[H])C([H])([H])[C@H]1N(C)C,,Active,Leishmania,,13,,388.684,Nepalese species Sarcococca hookeriana,C26H48N2,natural,alkaloid,steroidal alkaloid,78,10.1021/cr400552x  ,  10.1080/14786410701192736
90,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4NC,,Active,Leishmania,,3.44,,374.657,Nepalese species Sarcococca hookeriana,C25H46N2,natural,alkaloid,steroidal alkaloid,79,"10.1021/cr400552x;
    10.1080/14786410701192736",
91,[H]\C(C(=O)N[C@H]1C([H])([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@H]([C@]([H])(C)N(C)C)[C@@]4(C)CC[C@]23[H])C1([H])[H])=C(\C)C(C)C,,Active,Leishmania,,0.46,,456.759,Nepalese species Sarcococca hookeriana,C30H52N2O,natural,alkaloid,steroidal alkaloid,80,"10.1021/cr400552x;
    10.1080/14786410701192736",
92,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,,3.41,,458.731,Nepalese species Sarcococca hookeriana,C29H50N2O2,natural,alkaloid,steroidal alkaloid,82,"10.1021/cr400552x;
    10.1080/14786410701192736",
93,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,,1.28,,458.731,Nepalese species Sarcococca hookeriana,C29H50N2O2,natural,alkaloid,steroidal alkaloid,82,"10.1021/cr400552x;
    10.1080/14786410701192736",
94,C[C@@H](C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4O)NC(=O)C=C(C)C)C)C)[NH+](C)C,hookerianamide J,Active,Leishmania,11.3,,,442.677,Sarcococca hookeriana,C28H46N2O2,natural,alkaloid,eight 5R-pregnane-type steroidal alkaloid,84,"10.1021/cr400552x

",
95,C[C@@H]([C@H]1CC=C2[C@@]1(CC[C@H]3[C@H]2CCC4=C[C@H](CC[C@]34C)[NH+](C)C)C)[NH+](C)C,hookerianamide K,Active,Leishmania,6.8,,,370.614,Sarcococca hookeriana,C25H42N2,natural,alkaloid,eight 5R-pregnane-type steroidal alkaloid,85,"10.1021/cr400552x

",
96,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC=C(C4=O)NC=O)C)C)[NH+](C)C,hookerianamide H,Active,Leishmania,22.4,,,386.571,arcococca hookeriana,C24H38N2O2,natural,alkaloid,5R-pregnane-type steroidal alkaloid,86,10.1021/cr400552x,
97,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N(C)C(=O)c5ccccc5)C)C)[NH2+]C,hookerianamide I,Active,Leishmania,8.8,,,451.719,arcococca hookeriana,C30H46N2O,natural,alkaloid,5R-pregnane-type steroidal alkaloid,87,10.1021/cr400552x,
98,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N)C)C)N(C)C,chonemorphine,Active,Leishmania,,0.7-9.3,,346.593,Sarcococca hookeriana,C23H42N2,natural,alkaloid,5R-pregnane-type steroidal alkaloid,88,10.1021/cr400552x,
99,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4OC(=O)C)NC(=O)C=C(C)C)C)C)NC,vagenine A,Active,Leishmania,3.3,,,472.703,Sarcococca hookeriana,C29H48N2O3,natural,alkaloid,5R-pregnane-type steroidal alkaloid,89,10.1021/cr400552x,
100,"C/C=C(\C)/C(=O)NC1=CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1=O)CC[C@@H]4[C@H](C)NC)C)C
",,Active,Leishmania,21.3,,,424.629,Sarcococca hookeriana,C27H40N2O2,natural,alkaloid,5R-pregnane-type steroidal alkaloid,90,10.1021/cr400552x,
101,C/C=C(\C)/C(=O)N[C@H]1CC[C@]2(C([C@H]1OC(=O)C)CCC3C2CC[C@]4(C3CC[C@@H]4C(C)N(C)C)C)C,sarcovagine C,Active,Leishmania,1.5,,,486.73,Sarcococca hookeriana,C30H50N2O3,natural,alkaloid,5R-pregnane-type steroidal alkaloid,91,10.1021/cr400552x        ,
102,C/C=C/C(=O)C[C@H]1[C@H](C[C@]2(C([C@H]1O)CCC3C2CC[C@]4(C3CC[C@@H]4[C@H](C)N(C)C)C)C)OC(=O)C,hookerianamide L,Active,Leishmania,,8.8,,487.725,Sarcococca hookeriana,C30H49NO4,natural, alkaloid,steroidal alkaloid,92,"10.1021/cr400552x; 
    10.1055/s-0029-1240896",
103,[H][C@@]4([H])C[C@@]1(C)[C@@]([H])(CC[C@]2([H])[C@]1([H])CC[C@]3(C)[C@@H](CC([H])(C)N(C)C)[C@@H](CC(C)=O)C[C@@]23[H])[C@@H](O)[C@H]4NNC(=O)/C=C(C)\C.C,hookerianamide O,Active,Leishmania,,9.3,,545.853,Sarcococca hookeriana,C33H59N3O3,natural,alkaloid,steroidal alkaloid,93,"10.1021/cr400552x;
    10.1055/s-0029-1240896",
104,[H][C@H]4C[C@@]3([H])[C@]2([H])CC[C@@]1([H])[C@@H]([H])[C@@H](NNC=O)[C@]([H])([H])C[C@]1(C)[C@@]2([H])CC[C@]3(C)[C@H]4CC([H])(C)N(C)C.C,N-formylchonemorphine,Active,Leishmania,,7.2,,419.698,Sarcococca hookeriana,C26H49N3O,natural,alkaloid,steroidal alkaloid,94,"10.1021/cr400552x; 
    10.1055/s-0029-1240896",
105,[H][C@]16/N=C(N)\NC14N(CC3[C@H](CN)[C@H](Cl)C2(/N=C(N)\N[C@@H]2C)[C@@]34[H])C(=O)c5cc(Br)c(Br)n56,"dibromopalauamine 
",Active,Leishmania,,1.09,,575.697,Axinella verrucosa (marine sponge),C18H22Br2ClN9O,natural,alkaloid,bromopyrrole alkaloid,95,10.1021/cr400552x,
106,O=C(O)CC2CNC(=O)c1cc(Br)c(Br)n12,longamide,Active,Leishmania,,3.85,,351.982,Agelas dispar,C9H8Br2N2O3,natural,alkaloid,bromopyrrole alkaloid,96,10.1021/cr400552x,
107,COc2cccc3c(OC)c1ccoc1nc23,"Gamma-fagarine 
",Active,Leishmania,"17,3",,,229.235,Helietta apiculata,C13H11NO3,natural,alkaloid,furoquinoline alkaloid,97,10.1021/cr400552x ,  10.1016/j.phymed.2009.09.009 
108,COc2cccc3c(OC)c1ccoc1nc23,"Gamma-fagarine 
",Inactive,Leishmania,,,,229.235,Helietta apiculata,C13H11NO3,natural,alkaloid,furoquinoline alkaloid,97,10.1021/cr400552x ,  10.1016/j.phymed.2009.09.009 
109,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,,0.83,,626.027,Prosopis glandulosa,C40H71N3O2,natural,alkaloid,indolizidine alkaloid,98,10.1021/cr400552x ,   10.1055/s-0030-1270906 
110,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,,8.47,,626.027,Prosopis glandulosa,C40H71N3O2,natural,alkaloid,indolizidine alkaloid,98,10.1021/cr400552x ,   10.1055/s-0030-1270906 
111,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,,1.67,,626.027,Prosopis glandulosa,C40H71N3O2,natural,alkaloid,indolizidine alkaloid,98,10.1021/cr400552x ,   10.1055/s-0030-1270906 
112,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,,1.83,,626.027,Prosopis glandulosa,C40H71N3O2,natural,alkaloid,indolizidine alkaloid,98,10.1021/cr400552x ,   10.1055/s-0030-1270906 
113,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
", prosopilosidine,Active,Leishmania,,0.91,,662.488000000001,Prosopis glandulosa,C40H72ClN3O2,natural,Alkaloid,indolizidine alkaloid,99,10.1021/cr400552x ,   10.1055/s-0030-1270906 
114,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
", prosopilosidine,Active,Leishmania,,9.49,,662.488000000001,Prosopis glandulosa,C40H72ClN3O2,natural,Alkaloid,indolizidine alkaloid,99,10.1021/cr400552x ,   10.1055/s-0030-1270906 
115,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
", prosopilosidine,Active,Leishmania,,3.23,,662.488000000001,Prosopis glandulosa,C40H72ClN3O2,natural,Alkaloid,indolizidine alkaloid,99,10.1021/cr400552x ,   10.1055/s-0030-1270906 
116,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
", prosopilosidine,Active,Leishmania,,2.08,,662.488000000001,Prosopis glandulosa,C40H72ClN3O2,natural,Alkaloid,indolizidine alkaloid,99,10.1021/cr400552x ,   10.1055/s-0030-1270906 
117,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,,0.18,,630.059000000001,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,100,10.1021/cr400552x ,   10.1055/s-0030-1270906 
118,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,,2.33,,630.059000000001,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,100,10.1021/cr400552x ,   10.1055/s-0030-1270906 
119,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,,1.08,,630.059000000001,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,100,10.1021/cr400552x ,   10.1055/s-0030-1270906 
120,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,,0.08,,630.059000000001,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,100,10.1021/cr400552x ,   10.1055/s-0030-1270906 
121,C[C@@H]1N[C@H](CCCCCCCCCCC2C=C(CCCCCCCCCC[C@@H]3CC[C@@H](O)[C@H](C)N3)CN3CCCC23)CC[C@@H]1O,isoprosopilosine,Inactive,Leishmania,,,,630.059,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,101,10.1021/cr400552x ,   10.1055/s-0030-1270906 
122,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,,1.22,,627.035,Prosopis glandulosa,C40H72N3O2+,natural,alkaloid,indolizidine alkaloid,102,10.1021/cr400552x ,  10.1055/s-0030-1270906 
123,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,,7.92,,627.035,Prosopis glandulosa,C40H72N3O2+,natural,alkaloid,indolizidine alkaloid,102,10.1021/cr400552x ,  10.1055/s-0030-1270906 
124,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,,5.87,,627.035,Prosopis glandulosa,C40H72N3O2+,natural,alkaloid,indolizidine alkaloid,102,10.1021/cr400552x ,  10.1055/s-0030-1270906 
125,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,,2.14,,627.035,Prosopis glandulosa,C40H72N3O2+,natural,alkaloid,indolizidine alkaloid,102,10.1021/cr400552x ,  10.1055/s-0030-1270906 
126,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,,0.29,,630.042,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,103,10.1021/cr400552x ,  10.1055/s-0030-1270906 
127,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,,3.43,,630.042,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,103,10.1021/cr400552x ,  10.1055/s-0030-1270906 
128,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,,0.79,,630.042,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,103,10.1021/cr400552x ,  10.1055/s-0030-1270906 
129,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,,1.92,,630.042,Prosopis glandulosa,C40H75N3O2,natural,alkaloid,indolizidine alkaloid,103,10.1021/cr400552x ,  10.1055/s-0030-1270906 
130,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,,1.38,,627.035000000001,Prosopis glandulosa,C40H72N3O2+,natural,alkaloid,indolizidine alkaloid,104,10.1021/cr400552x ,  10.1055/s-0030-1270906 
131,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,,19.5,,627.035000000001,Prosopis glandulosa,C40H72N3O2+,natural,alkaloid,indolizidine alkaloid,104,10.1021/cr400552x ,  10.1055/s-0030-1270906 
132,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,,3.08,,627.035000000001,Prosopis glandulosa,C40H72N3O2+,natural,alkaloid,indolizidine alkaloid,104,10.1021/cr400552x ,  10.1055/s-0030-1270906 
133,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,,2.58,,627.035000000001,Prosopis glandulosa,C40H72N3O2+,natural,alkaloid,indolizidine alkaloid,104,10.1021/cr400552x ,  10.1055/s-0030-1270906 
134,C/C=C(/C)\C(=O)OC[C@H]1C2=C(C[C@H]3N1C[C@H]4[C@@H](C5=C([C@H]3N4C)C(=O)C(=C(C5=O)C)OC)O)C(=O)C(=C(C2=O)OC)C,renieramycin A,Active,Leishmania,0.35,0.2,,566.599,the marine sponge Neopetrosia sp,C30H34N2O9,natural,alkaloid,,105,10.1021/cr400552x , 10.1016/j.bmc.2013.11.048 
135,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,2' -hydroxychalcone,Active,Leishmania,,"
",,224.259,,C15H12O2,natural,chalcone,,106,10.1021/cr400552x  ,  10.1002/ptr.701
136,COc2ccc(/C=C/C(=O)c1ccccc1)cc2,4 -methoxychalcone,Active,Leishmania,,,,238.286,,C16H14O2,natural,chalcone,,107,10.1021/cr400552x  ,  10.1002/ptr.701
137,O=C(/C=C/c1ccc(O)cc1)c2ccc(O)cc2O,"4,2',4' -Trihydroxychalcone",Active,Leishmania,,,,256.257,,C15H12O4,natural,chalcone,,108,10.1021/cr400552x  ,  10.1002/ptr.701
138,COc2ccc(/C=C/C(=O)c1ccc(O)cc1O)cc2,"2',4 Dihydroxychalcone",Active,Leishmania,,,,270.284,,C16H14O4,natural,chalcone,,109,10.1021/cr400552x  ,  10.1002/ptr.701
139,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2O,"3,2' -Dihydroxy-4-methoxychalcone",Active,Leishmania,,,,270.284,,C16H14O4,natural,chalcone,,110,10.1021/cr400552x  ,  10.1002/ptr.701
140,COc2ccc(C(=O)/C=C/c1ccc(O)cc1)c(O)c2,"4,2' -Dihydroxy-4-methoxychalcone",Active,Leishmania,,,,270.284,,C16H14O4,natural,chacone,,111,10.1021/cr400552x  ,  10.1002/ptr.701
141,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2OC,"2' hydroxy -3,4 -dimethoxychalcone",Active,Leishmania,,,,284.311,,C17H16O4,natural,chalcone,,112,10.1021/cr400552x  ,  10.1002/ptr.701
142,COc2ccc(/C=C/C(=O)c1ccc(OC)c(OC)c1)cc2,"2' hydroxy -3',4' -dimethoxychalcone",Active,Leishmania,,,,298.338,,C18H18O4,natural,chalcone,,113,10.1021/cr400552x  ,  10.1002/ptr.701
143,COc2cc(O)c(C(=O)/C=C/c1ccccc1O)c(OC)c2,"4,3',4' -Trimethoxychalcone",Active,Leishmania,,,,300.31,,C17H16O5,natural,chalcone,,114,10.1021/cr400552x  ,  10.1002/ptr.701
144,COc2ccc(/C=C/C(=O)c1ccc(OC)cc1O)cc2,"6,6'-Dihydroxy-2',4' dimethoxychalcone",Active,Leishmania,,,,284.311,,C17H16O4,natural,chalcone,,115,10.1021/cr400552x  ,  10.1002/ptr.701
145, O=C(/C=C/c1ccc(O)cc1O)c2c(O)cc(O)cc2O,"4,6,2',4',6'-Pentahydroxychalcone",Inactive,Leishmania,,,,288.252,,C15H12O6,natural,chalcone,,116,"10.1021/cr400552x  ;  10.1002/ptr.701
",
146,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",Active,Leishmania,,,,450.396,,C21H22O11,natural,chalcone,,117,10.1021/cr400552x  ,  10.1002/ptr.701
147,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",Active,Leishmania,1.86,,,450.396,,C21H22O11,natural,chalcone,,117,10.1021/cr400552x  ,  10.1002/ptr.701
148,COc2ccc(/C=C/C(=O)c1c(O)cc(OC)cc1OC)c(O)c2,"6,6'-Dihydroxy-4,2'4'-trihydroxychalcone",Active,Leishmania,,,,330.336,,C18H18O6,natural,chalcone,,118,10.1021/cr400552x  ,  10.1002/ptr.701
149,COc1ccccc1/C=C/C(=O)c2c(O)c(OC)c(OC)cc2OC,"2'-Hydroxy-6,3'4',6'-tetramethoxychalcone",Inactive,Leishmania,,,,344.363,,C19H20O6,natural,chalcone,,119,10.1021/cr400552x  ,  10.1002/ptr.701
150,C/C(C)=C\CCc2c(O)cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c2O,"3' -prenyl-4,6,2',4',6'-pentahydroxychalcone",Active,Leishmania,,,,370.401,,C21H22O6,natural,chalcone,,120,10.1021/cr400552x  ,  10.1002/ptr.701
151,        COc2ccc(/C=C/C(=O)c1c(O)c(CC/C=C(C)/C)c(OC)cc1OC)c(OC)c2,"2'-Hydroxy-3'-prenyl-4,6,4',6'-tetramethoxyychalcone",Inactive,Leishmania,,,,426.509,,C25H30O6,natural,chalcone,,121,10.1021/cr400552x  ,  10.1002/ptr.701
152,COc2cc(OC)c(C(=O)/C=C/c1cc(OC)c(OC)cc1OC)c(OC)c2,"3,4,6,2',4',6' -Hexamethoxychalcone",Active,Leishmania,,,,388.416,,C21H24O7,natural,chalcone,,122,10.1021/cr400552x  ,  10.1002/ptr.701
153,COc2ccc(/C=C/C(=O)c1c(OC)cc(OC)c(CC/C=C(C)/C)c1OC)c(OC)c2,"3'-prenyl-4,6,2',4',6'-pentamethoxychalcone",Active,Leishmania,,,,440.536,,C26H32O6,natural,chalcone,,123,10.1021/cr400552x  ,  10.1002/ptr.701
154,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2","4',2,6,2-Tetrahydroxy -4 -methoxychalcone",Active,Leishmania,,6.35,,302.282,Piper elongatum,C16H14O6,natural,chalcone,,124,10.1021/cr400552x  ,  10.1002/ptr.701
155,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2","4',2,6,2-Tetrahydroxy -4 -methoxychalcone",Active,Leishmania,,3.82,,302.282,Piper elongatum,C16H14O6,natural,chalcone,,124,10.1021/cr400552x  ,  10.1002/ptr.701
156,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,Flavokavin B,Active,Leishmania,,11.2,,314.337,a related species (Piper rusbyi),C18H18O5,natural,chalcone,,125,10.1021/cr400552x,
157,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,Flavokavin B,Inactive,Leishmania,,,,314.337,a related species (Piper rusbyi),C18H18O5,natural,chalcone,,125,10.1021/cr400552x,
158,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,12.9 ±0.1 and 7.7 ±3.3 respectively,,298.338,P. polydenius,C18H18O4,natural,chalcone,,126,10.1021/cr400552x,
159,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,5.0 +/-1.3,,298.338,P. polydenius,C18H18O4,natural,chalcone,,126,10.1021/cr400552x,
160,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,,298.338,P. polydenius,C18H18O4,natural,chalcone,,126,10.1021/cr400552x,
161,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Active,Leishmania,,13.3 ±0.5 and 9.3 ±3.3 respectively,,314.337,P. polydenius,C18H18O5,natural,chalcone,,127,10.1021/cr400552x,
162,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Active,Leishmania,,7.5 +/- 0.9,,314.337,P. polydenius,C18H18O5,natural,chalcone,,127,10.1021/cr400552x,
163,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Inactive,Leishmania,,,,314.337,P. polydenius,C18H18O5,natural,chalcone,,127,10.1021/cr400552x,
164,c1ccc(cc1)c2cc(=O)c3ccccc3o2,Flavone,Active,Leishmania,,5,,222.239,,C15H10O2,natural,flavonoid,,128,10.1021/cr400552x , 10.1128/AAC.50.4.1352
165,c1ccc(cc1)c2cc(=O)c3c(cccc3o2)O,5-Hydroxyflavone (primuletin),Active,Leishmania,,5.5,,238.238,,C15H10O3,natural,flavonoid,,129,10.1021/cr400552x , 10.1128/AAC.50.4.1352
