,ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Reference,PUBCHEM_CID
90,91,[H]\C(C(=O)N[C@H]1C([H])([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@H]([C@]([H])(C)N(C)C)[C@@]4(C)CC[C@]23[H])C1([H])[H])=C(\C)C(C)C,,Active,Leishmania,Extracellular,,0.46,,,456.76,Nepalese species Sarcococca hookeriana,C30H52N2O,"10.1021/cr400552x;
    10.1080/14786410701192736",0
91,92,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,Extracellular,,3.41,,,458.73,Nepalese species Sarcococca hookeriana,C29H50N2O2,"10.1021/cr400552x;
    10.1080/14786410701192736",0
92,93,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,Extracellular,,1.28,,,458.73,Nepalese species Sarcococca hookeriana,C29H50N2O2,"10.1021/cr400552x;
    10.1080/14786410701192736",0
93,94,C[C@@H](C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4O)NC(=O)C=C(C)C)C)C)[NH+](C)C,hookerianamide J,Active,Leishmania,Extracellular,11.3,,,,442.68,Sarcococca hookeriana,C28H46N2O2,"10.1021/cr400552x

",0
94,95,C[C@@H]([C@H]1CC=C2[C@@]1(CC[C@H]3[C@H]2CCC4=C[C@H](CC[C@]34C)[NH+](C)C)C)[NH+](C)C,hookerianamide K,Active,Leishmania,Extracellular,6.8,,,,370.61,Sarcococca hookeriana,C25H42N2,"10.1021/cr400552x

",0
95,96,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC=C(C4=O)NC=O)C)C)[NH+](C)C,hookerianamide H,Active,Leishmania,Extracellular,22.4,,,,386.57,arcococca hookeriana,C24H38N2O2,10.1021/cr400552x,0
96,97,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N(C)C(=O)c5ccccc5)C)C)[NH2+]C,hookerianamide I,Active,Leishmania,Extracellular,8.8,,,,451.72,arcococca hookeriana,C30H46N2O,10.1021/cr400552x,0
97,98,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N)C)C)N(C)C,chonemorphine,Active,Leishmania,Extracellular,,[0.7-9.3],,,346.59,Sarcococca hookeriana,C23H42N2,10.1021/cr400552x,0
98,99,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4OC(=O)C)NC(=O)C=C(C)C)C)C)NC,vagenine A,Active,Leishmania,Extracellular,3.3,,,,472.7,Sarcococca hookeriana,C29H48N2O3,10.1021/cr400552x,0
99,100,"C/C=C(\C)/C(=O)NC1=CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1=O)CC[C@@H]4[C@H](C)NC)C)C
",,Active,Leishmania,Extracellular,21.3,,,,424.63,Sarcococca hookeriana,C27H40N2O2,10.1021/cr400552x,0
100,101,C/C=C(\C)/C(=O)N[C@H]1CC[C@]2(C([C@H]1OC(=O)C)CCC3C2CC[C@]4(C3CC[C@@H]4C(C)N(C)C)C)C,sarcovagine C,Active,Leishmania,Extracellular,1.5,,,,486.73,Sarcococca hookeriana,C30H50N2O3,10.1021/cr400552x,0
101,102,C/C=C/C(=O)C[C@H]1[C@H](C[C@]2(C([C@H]1O)CCC3C2CC[C@]4(C3CC[C@@H]4[C@H](C)N(C)C)C)C)OC(=O)C,hookerianamide L,Active,Leishmania,Extracellular,,8.8,,,487.72,Sarcococca hookeriana,C30H49NO4,"10.1021/cr400552x; 
    10.1055/s-0029-1240896",0
102,103,[H][C@@]4([H])C[C@@]1(C)[C@@]([H])(CC[C@]2([H])[C@]1([H])CC[C@]3(C)[C@@H](CC([H])(C)N(C)C)[C@@H](CC(C)=O)C[C@@]23[H])[C@@H](O)[C@H]4NNC(=O)/C=C(C)\C.C,hookerianamide O,Active,Leishmania,Extracellular,,9.3,,,545.85,Sarcococca hookeriana,C33H59N3O3,"10.1021/cr400552x;
    10.1055/s-0029-1240896",0
103,104,[H][C@H]4C[C@@]3([H])[C@]2([H])CC[C@@]1([H])[C@@H]([H])[C@@H](NNC=O)[C@]([H])([H])C[C@]1(C)[C@@]2([H])CC[C@]3(C)[C@H]4CC([H])(C)N(C)C.C,N-formylchonemorphine,Active,Leishmania,Extracellular,,7.2,,,419.7,Sarcococca hookeriana,C26H49N3O,"10.1021/cr400552x; 
    10.1055/s-0029-1240896",0
104,105,[H][C@]16/N=C(N)\NC14N(CC3[C@H](CN)[C@H](Cl)C2(/N=C(N)\N[C@@H]2C)[C@@]34[H])C(=O)c5cc(Br)c(Br)n56,"dibromopalauamine 
",Active,Leishmania,Extracellular,,1.09,,,575.7,Axinella verrucosa (marine sponge),C18H22Br2ClN9O,10.1021/cr400552x,0
105,106,O=C(O)CC2CNC(=O)c1cc(Br)c(Br)n12,longamide,Active,Leishmania,Extracellular,,3.85,,,351.98,Agelas dispar,C9H8Br2N2O3,10.1021/cr400552x,0
106,107,COc2cccc3c(OC)c1ccoc1nc23,"Gamma-fagarine 
",Active,Leishmania,Axenic,"17,3",,,,229.24,Helietta apiculata,C13H11NO3,"10.1021/cr400552x;
   10.1016/j.phymed.2009.09.009  ",0
107,108,COc2cccc3c(OC)c1ccoc1nc23,"Gamma-fagarine 
",Inactive,Leishmania,Axenic,,,,,229.24,Helietta apiculata,C13H11NO3,"10.1021/cr400552x;
   10.1016/j.phymed.2009.09.009  ",0
108,109,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,Intracellular,,0.83,,,626.03,Prosopis glandulosa,C40H71N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
109,110,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,Intracellular,,8.47,,,626.03,Prosopis glandulosa,C40H71N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
110,111,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,Intracellular,,1.67,,,626.03,Prosopis glandulosa,C40H71N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
111,112,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,Intracellular,,1.83,,,626.03,Prosopis glandulosa,C40H71N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
112,113,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",prosopilosidine,Active,Leishmania,Intracellular,,0.91,,,662.49,Prosopis glandulosa,C40H72ClN3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
113,114,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",prosopilosidine,Active,Leishmania,Intracellular,,9.49,,,662.49,Prosopis glandulosa,C40H72ClN3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
114,115,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",prosopilosidine,Active,Leishmania,Intracellular,,3.23,,,662.49,Prosopis glandulosa,C40H72ClN3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
115,116,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",prosopilosidine,Active,Leishmania,Intracellular,,2.08,,,662.49,Prosopis glandulosa,C40H72ClN3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
116,117,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,Intracellular,,0.18,,,630.06,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
117,118,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,Intracellular,,2.33,,,630.06,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
118,119,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,Intracellular,,1.08,,,630.06,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
119,120,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,Intracellular,,0.08,,,630.06,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
120,121,C[C@@H]1N[C@H](CCCCCCCCCCC2C=C(CCCCCCCCCC[C@@H]3CC[C@@H](O)[C@H](C)N3)CN3CCCC23)CC[C@@H]1O,isoprosopilosine,Inactive,Leishmania,,,,,,630.06,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
121,122,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,Intracellular,,1.22,,,627.04,Prosopis glandulosa,C40H72N3O2+,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
122,123,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,Intracellular,,7.92,,,627.04,Prosopis glandulosa,C40H72N3O2+,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
123,124,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,Intracellular,,5.87,,,627.04,Prosopis glandulosa,C40H72N3O2+,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
124,125,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,Intracellular,,2.14,,,627.04,Prosopis glandulosa,C40H72N3O2+,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
125,126,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,Intracellular,,0.29,,,630.04,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
126,127,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,Intracellular,,3.43,,,630.04,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
127,128,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,Intracellular,,0.79,,,630.04,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
128,129,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,Intracellular,,1.92,,,630.04,Prosopis glandulosa,C40H75N3O2,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
129,130,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,Intracellular,,1.38,,,627.04,Prosopis glandulosa,C40H72N3O2+,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
130,131,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,Intracellular,,19.5,,,627.04,Prosopis glandulosa,C40H72N3O2+,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
131,132,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,Intracellular,,3.08,,,627.04,Prosopis glandulosa,C40H72N3O2+,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
132,133,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,Intracellular,,2.58,,,627.04,Prosopis glandulosa,C40H72N3O2+,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",0
133,134,C/C=C(/C)\C(=O)OC[C@H]1C2=C(C[C@H]3N1C[C@H]4[C@@H](C5=C([C@H]3N4C)C(=O)C(=C(C5=O)C)OC)O)C(=O)C(=C(C2=O)OC)C,renieramycin A,Active,Leishmania,Extracellular,0.35,0.2,,,566.6,the marine sponge Neopetrosia sp,C30H34N2O9,"10.1021/cr400552x;
     10.1016/j.bmc.2013.11.048    ",0
134,135,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,2' -hydroxychalcone,Active,Leishmania,Extracellular,,"
",,,224.26,,C15H12O2,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
135,136,COc2ccc(/C=C/C(=O)c1ccccc1)cc2,4 -methoxychalcone,Active,Leishmania,Extracellular,,,,,238.29,,C16H14O2,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
136,137,O=C(/C=C/c1ccc(O)cc1)c2ccc(O)cc2O,"4,2',4' -Trihydroxychalcone",Active,Leishmania,Extracellular,,,,,256.26,,C15H12O4,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
137,138,COc2ccc(/C=C/C(=O)c1ccc(O)cc1O)cc2,"2',4 Dihydroxychalcone",Active,Leishmania,Extracellular,,,,,270.28,,C16H14O4,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
138,139,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2O,"3,2' -Dihydroxy-4-methoxychalcone",Active,Leishmania,Extracellular,,,,,270.28,,C16H14O4,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
139,140,COc2ccc(C(=O)/C=C/c1ccc(O)cc1)c(O)c2,"4,2' -Dihydroxy-4-methoxychalcone",Active,Leishmania,Extracellular,,,,,270.28,,C16H14O4,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
140,141,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2OC,"2' hydroxy -3,4 -dimethoxychalcone",Active,Leishmania,Extracellular,,,,,284.31,,C17H16O4,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
141,142,COc2ccc(/C=C/C(=O)c1ccc(OC)c(OC)c1)cc2,"2' hydroxy -3',4' -dimethoxychalcone",Active,Leishmania,Extracellular,,,,,298.34,,C18H18O4,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
142,143,COc2cc(O)c(C(=O)/C=C/c1ccccc1O)c(OC)c2,"4,3',4' -Trimethoxychalcone",Active,Leishmania,Extracellular,,,,,300.31,,C17H16O5,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
143,144,COc2ccc(/C=C/C(=O)c1ccc(OC)cc1O)cc2,"6,6'-Dihydroxy-2',4' dimethoxychalcone",Active,Leishmania,Extracellular,,,,,284.31,,C17H16O4,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
144,145,O=C(/C=C/c1ccc(O)cc1O)c2c(O)cc(O)cc2O,"4,6,2',4',6'-Pentahydroxychalcone",Inactive,Leishmania,Extracellular,,,,,288.25,,C15H12O6,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
145,146,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",Active,Leishmania,Extracellular,,,,,450.4,,C21H22O11,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
146,147,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",Active,Leishmania,Extracellular,1.86,,,,450.4,,C21H22O11,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
147,148,COc2ccc(/C=C/C(=O)c1c(O)cc(OC)cc1OC)c(O)c2,"6,6'-Dihydroxy-4,2'4'-trihydroxychalcone",Active,Leishmania,Extracellular,,,,,330.34,,C18H18O6,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
148,149,COc1ccccc1/C=C/C(=O)c2c(O)c(OC)c(OC)cc2OC,"2'-Hydroxy-6,3'4',6'-tetramethoxychalcone",Inactive,Leishmania,,,,,,344.36,,C19H20O6,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
149,150,C/C(C)=C\CCc2c(O)cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c2O,"3' -prenyl-4,6,2',4',6'-pentahydroxychalcone",Active,Leishmania,Extracellular,,,,,370.4,,C21H22O6,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
150,151,COc2ccc(/C=C/C(=O)c1c(O)c(CC/C=C(C)/C)c(OC)cc1OC)c(OC)c2,"2'-Hydroxy-3'-prenyl-4,6,4',6'-tetramethoxyychalcone",Inactive,Leishmania,Extracellular,,,,,426.51,,C25H30O6,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
151,152,COc2cc(OC)c(C(=O)/C=C/c1cc(OC)c(OC)cc1OC)c(OC)c2,"3,4,6,2',4',6' -Hexamethoxychalcone",Active,Leishmania,Extracellular,,,,,388.42,,C21H24O7,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
152,153,COc2ccc(/C=C/C(=O)c1c(OC)cc(OC)c(CC/C=C(C)/C)c1OC)c(OC)c2,"3'-prenyl-4,6,2',4',6'-pentamethoxychalcone",Active,Leishmania,Extracellular,,,,,440.54,,C26H32O6,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
153,154,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2","4',2,6,2-Tetrahydroxy -4 -methoxychalcone",Active,Leishmania,,,6.35,,,302.28,Piper elongatum,C16H14O6,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
154,155,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2","4',2,6,2-Tetrahydroxy -4 -methoxychalcone",Active,Leishmania,,,3.82,,,302.28,Piper elongatum,C16H14O6,"10.1021/cr400552x  ;  10.1002/ptr.701
",0
155,156,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,Flavokavin B,Active,Leishmania,Axenic,,11.2,,,314.34,a related species (Piper rusbyi),C18H18O5,10.1021/cr400552x,0
156,157,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,Flavokavin B,Inactive,Leishmania,Axenic,,,,,314.34,a related species (Piper rusbyi),C18H18O5,10.1021/cr400552x,0
157,158,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,12.9 ±0.1,,,298.34,P. polydenius,C18H18O4,10.1021/cr400552x,0
158,159,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,7.7 ±3.3,,,298.34,P. polydenius,C18H18O4,10.1021/cr400552x,0
159,160,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,5.0 ±1.3,,,298.34,P. polydenius,C18H18O4,10.1021/cr400552x,0
160,161,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,,,,298.34,P. polydenius,C18H18O4,10.1021/cr400552x,0
161,162,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Active,Leishmania,Intracellular,,13.3 ±0.5 ,,,314.34,P. polydenius,C18H18O5,10.1021/cr400552x,0
162,163,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Active,Leishmania,Intracellular,,9.3 ±3.3 ,,,314.34,P. polydenius,C18H18O5,10.1021/cr400552x,0
163,164,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Active,Leishmania,Intracellular,,7.5 ±0.9,,,314.34,P. polydenius,C18H18O5,10.1021/cr400552x,0
164,165,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Inactive,Leishmania,Intracellular,,,,,314.34,P. polydenius,C18H18O5,10.1021/cr400552x,0
165,166,c1ccc(cc1)c2cc(=O)c3ccccc3o2,Flavone,Active,Leishmania,,,5,,,222.24,,C15H10O2,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
166,167,c1ccc(cc1)c2cc(=O)c3c(cccc3o2)O,5-Hydroxyflavone (primuletin),Active,Leishmania,,,5.5,,,238.24,,C15H10O3,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
167,168,c1ccc(cc1)c2cc(=O)c3cc(ccc3o2)O,6-Hydroxyflavone,Active,Leishmania,,,5.5,,,238.24,,C15H10O3,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
168,169,"c1ccc(cc1)c2cc(=O)c3ccc(cc3o2)O
",7-Hydroxyflavone,Active,Leishmania,,,13.4,,,238.24,,C15H10O3,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
169,170,c1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O,"Chrysin

",Active,Leishmania,,,5.4,,,254.24,,C15H10O4,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
170,171,c1ccc(cc1)c2cc(=O)c3cc(c(cc3o2)O)O,"6,7-Dihydroxyflavone
",Active,Leishmania,,,6.2,,,254.24,,C15H10O4,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
171,172,c1ccc(cc1)c2cc(=O)c3ccc(c(c3o2)O)O,"7,8-Dihydroxyflavone
",Active,Leishmania,,,1.7,,,254.24,,C15H10O4,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
172,173,COc1ccc2c(=O)cc(oc2c1OC)c3ccccc3,"7,8-Dimethoxyflavone",Active,Leishmania,,,9.6,,,282.29,,C17H14O4,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
173,174,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"Apigenin

",Active,Leishmania,,,1.9,,,270.24,,C15H10O5,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
174,175,COc1cc(c2c(=O)cc(oc2c1)c3ccc(cc3)O)O,Genkwanin,Active,Leishmania,,,9.4,,,284.26,,C16H12O5,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
175,176,COc1ccc(cc1)c2cc(=O)c3c(o2)cc(c(c3O)O)OC,Ladanein,Active,Leishmania,,,2.1,,,314.29,,C17H14O6,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
176,177,COc1cc2c(c(=O)cc(o2)c3ccc(cc3)O)c(c1OC)O,Cirsimaritin,Active,Leishmania,,,3.9,,,314.29,,C17H14O6,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
177,178,c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O)O,"Scutellarein
",Active,Leishmania,,,2.6,,,286.24,,C15H10O6,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
178,179,c1ccc2c(c1)c(=O)cc(o2)c3ccc(c(c3)O)O,"3',4'-Dihydroxyflavone
",Active,Leishmania,,,2,,,254.24,,C15H10O4,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
179,180,c1cc(c(cc1c2cc(=O)c3ccc(cc3o2)O)O)O,"7,3',4'-Trihydroxyflavone",Active,Leishmania,,,5.5,,,270.24,,C15H10O5,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
180,181,COc1ccc(cc1O)c2cc(=O)c3c(cc(cc3o2)O)O,Diosmetin,Active,Leishmania,,,7.1,,,300.26,,C16H12O6,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",0
