,smiles,common_name,IC50micromol,IC50microgML,formula,weight,origin,nature,family,sub_family,active_or_inactive,refs
93,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@]([H])(O)[C@H]4O,,,55.33,C24H43NO2,377.6130000000001,Nepalese species Sarcococca hookeriana,natural,Alkaloid,Steroidal Alkaloid,active,"10.1021/cr400552x;
    10.1080/14786410701192736"
94,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4N,,,3.41,C24H44N2,360.63000000000017,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,active,"10.1021/cr400552x,
    10.1080/14786410701192736"
95,[H]C1([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CCC(CC([H])(C)N(C)C)[C@@]4(C)CC[C@]23[H])C([H])([H])[C@H]1N(C)C	,,,13,C26H48N2,388.6840000000002,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,active,"10.1021/cr400552x;
    10.1080/14786410701192736"
96,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4NC,,,3.44,C25H46N2,374.65700000000015,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,active,"10.1021/cr400552x;
    10.1080/14786410701192736"
97,[H]\C(C(=O)N[C@H]1C([H])([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@H]([C@]([H])(C)N(C)C)[C@@]4(C)CC[C@]23[H])C1([H])[H])=C(\C)C(C)C,,,0.46,C30H52N2O,456.7590000000003,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,active,"10.1021/cr400552x;
    10.1080/14786410701192736"
98,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,,3.41,C29H50N2O2,458.7310000000002,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,active,"10.1021/cr400552x;
    10.1080/14786410701192736"
99,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,,1.28,C29H50N2O2,458.7310000000002,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,active,"10.1021/cr400552x;
    10.1080/14786410701192736"
101,C[C@@H](C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4O)NC(=O)C=C(C)C)C)C)[NH+](C)C,hookerianamide J,11.3,,C28H46N2O2,442.677,Sarcococca hookeriana,natural,alkaloid,eight 5R-pregnane-type steroidal alkaloid,active,"10.1021/cr400552x

"
102,C[C@@H]([C@H]1CC=C2[C@@]1(CC[C@H]3[C@H]2CCC4=C[C@H](CC[C@]34C)[NH+](C)C)C)[NH+](C)C,hookerianamide K,6.8,,C25H42N2,370.614,Sarcococca hookeriana,natural,alkaloid,eight 5R-pregnane-type steroidal alkaloid,active,"10.1021/cr400552x

"
103,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC=C(C4=O)NC=O)C)C)[NH+](C)C,hookerianamide H,22.4,,C24H38N2O2,386.571,arcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,active,10.1021/cr400552x
104,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N(C)C(=O)c5ccccc5)C)C)[NH2+]C,hookerianamide I,8.8,,C30H46N2O,451.7190000000002,arcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,active,10.1021/cr400552x
105,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N)C)C)N(C)C,chonemorphine,,0.7-9.3,C23H42N2,346.593,Sarcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,active,10.1021/cr400552x
106,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4OC(=O)C)NC(=O)C=C(C)C)C)C)NC,vagenine A,3.3,,C29H48N2O3,472.703,Sarcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,active,10.1021/cr400552x
107,"C/C=C(\C)/C(=O)NC1=CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1=O)CC[C@@H]4[C@H](C)NC)C)C
",,21.3,,C27H40N2O2,424.6290000000002,Sarcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,active,10.1021/cr400552x
108,C/C=C(\C)/C(=O)N[C@H]1CC[C@]2(C([C@H]1OC(=O)C)CCC3C2CC[C@]4(C3CC[C@@H]4C(C)N(C)C)C)C,sarcovagine C,1.5,,C30H50N2O3,486.73,Sarcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,active,10.1021/cr400552x        
109,C/C=C/C(=O)C[C@H]1[C@H](C[C@]2(C([C@H]1O)CCC3C2CC[C@]4(C3CC[C@@H]4[C@H](C)N(C)C)C)C)OC(=O)C,hookerianamide L,,8.8,C30H49NO4,487.72500000000036,Sarcococca hookeriana,natural, alkaloid,steroidal alkaloid,active,"10.1021/cr400552x; 
    10.1055/s-0029-1240896"
110,[H][C@@]4([H])C[C@@]1(C)[C@@]([H])(CC[C@]2([H])[C@]1([H])CC[C@]3(C)[C@@H](CC([H])(C)N(C)C)[C@@H](CC(C)=O)C[C@@]23[H])[C@@H](O)[C@H]4NNC(=O)/C=C(C)\C.C,hookerianamide O,,9.3,C33H59N3O3,545.8530000000002,Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,active,"10.1021/cr400552x;
    10.1055/s-0029-1240896"
111,[H][C@H]4C[C@@]3([H])[C@]2([H])CC[C@@]1([H])[C@@H]([H])[C@@H](NNC=O)[C@]([H])([H])C[C@]1(C)[C@@]2([H])CC[C@]3(C)[C@H]4CC([H])(C)N(C)C.C,N-formylchonemorphine,,7.2,C26H49N3O,419.69800000000026,Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,active,"10.1021/cr400552x; 
    10.1055/s-0029-1240896"
112,[H][C@]16/N=C(N)\NC14N(CC3[C@H](CN)[C@H](Cl)C2(/N=C(N)\N[C@@H]2C)[C@@]34[H])C(=O)c5cc(Br)c(Br)n56,"dibromopalauamine 
",,1.09,C18H22Br2ClN9O,575.697,Axinella verrucosa (marine sponge),natural,alkaloid,bromopyrrole alkaloid,active,10.1021/cr400552x
113,O=C(O)CC2CNC(=O)c1cc(Br)c(Br)n12,longamide,,3.85,C9H8Br2N2O3,351.982,Agelas dispar,natural,alkaloid,bromopyrrole alkaloid,active,10.1021/cr400552x
114,COc2cccc3c(OC)c1ccoc1nc23,"Gamma-fagarine 
","17,3",,C13H11NO3,229.23499999999999,Helietta apiculata,natural,alkaloid,furoquinoline alkaloid,active,10.1021/cr400552x;10.1016/j.phymed.2009.09.009;10.1016/j.bmc.2013.11.048
115,COc2cccc3c(OC)c1ccoc1nc23,"Gamma-fagarine 
",,,C13H11NO3,229.23499999999999,Helietta apiculata,natural,alkaloid,furoquinoline alkaloid,inactive,10.1021/cr400552x;10.1016/j.phymed.2009.09.009;10.1016/j.bmc.2013.11.048
116,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",,0.83,C40H71N3O2,626.0270000000003,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
117,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",,8.47,C40H71N3O2,626.0270000000003,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
118,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",,1.67,C40H71N3O2,626.0270000000003,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
119,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",,1.83,C40H71N3O2,626.0270000000003,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
120,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
", prosopilosidine,,0.91,C40H72ClN3O2,662.4880000000005,Prosopis glandulosa,natural,Alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
121,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
", prosopilosidine,,9.49,C40H72ClN3O2,662.4880000000005,Prosopis glandulosa,natural,Alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
122,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
", prosopilosidine,,3.23,C40H72ClN3O2,662.4880000000005,Prosopis glandulosa,natural,Alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
123,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
", prosopilosidine,,2.08,C40H72ClN3O2,662.4880000000005,Prosopis glandulosa,natural,Alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
124,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,,0.18,C40H75N3O2,630.0590000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
125,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,,2.33,C40H75N3O2,630.0590000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
126,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,,1.08,C40H75N3O2,630.0590000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
127,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,,0.08,C40H75N3O2,630.0590000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
128,C[C@@H]1N[C@H](CCCCCCCCCCC2C=C(CCCCCCCCCC[C@@H]3CC[C@@H](O)[C@H](C)N3)CN3CCCC23)CC[C@@H]1O,isoprosopilosine,,,C40H75N3O2,630.0590000000002,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,inactive,10.1021/cr400552x; 10.1055/s-0030-1270906 
129,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,,1.22,C40H72N3O2+,627.0350000000002,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
130,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,,7.92,C40H72N3O2+,627.0350000000002,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
131,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,,5.87,C40H72N3O2+,627.0350000000002,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
132,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,,2.14,C40H72N3O2+,627.0350000000002,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
133,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,,0.29,C40H75N3O2,630.042,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
134,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,,3.43,C40H75N3O2,630.042,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
135,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,,0.79,C40H75N3O2,630.042,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
136,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,,1.92,C40H75N3O2,630.042,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
137,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,,1.38,C40H72N3O2+,627.0350000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
138,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,,19.5,C40H72N3O2+,627.0350000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
139,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,,3.08,C40H72N3O2+,627.0350000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
140,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,,2.58,C40H72N3O2+,627.0350000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,active,10.1021/cr400552x; 10.1055/s-0030-1270906 
141,C/C=C(/C)\C(=O)OC[C@H]1C2=C(C[C@H]3N1C[C@H]4[C@@H](C5=C([C@H]3N4C)C(=O)C(=C(C5=O)C)OC)O)C(=O)C(=C(C2=O)OC)C,renieramycin A,0.35,0.2,C30H34N2O9,566.599,the marine sponge Neopetrosia sp,natural,alkaloid,,active,10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.3390/md202055
142,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,2' -hydroxychalcone,,"
",C15H12O2,224.259,,natural,chalcone,,active,10.1021/cr400552x; 10.1002/ptr.701
143,COc2ccc(/C=C/C(=O)c1ccccc1)cc2,4 -methoxychalcone,,,C16H14O2,238.286,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
144,O=C(/C=C/c1ccc(O)cc1)c2ccc(O)cc2O,"4,2',4' -Trihydroxychalcone",,,C15H12O4,256.257,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
145,COc2ccc(/C=C/C(=O)c1ccc(O)cc1O)cc2,"2',4 Dihydroxychalcone",,,C16H14O4,270.284,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
146,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2O,"3,2' -Dihydroxy-4-methoxychalcone",,,C16H14O4,270.284,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
147,COc2ccc(C(=O)/C=C/c1ccc(O)cc1)c(O)c2,"4,2' -Dihydroxy-4-methoxychalcone",,,C16H14O4,270.284,,natural,chacone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
148,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2OC,"2' hydroxy -3,4 -dimethoxychalcone",,,C17H16O4,284.31100000000004,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
149,COc2ccc(/C=C/C(=O)c1ccc(OC)c(OC)c1)cc2,"2' hydroxy -3',4' -dimethoxychalcone",,,C18H18O4,298.33799999999997,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
150,COc2cc(O)c(C(=O)/C=C/c1ccccc1O)c(OC)c2,"4,3',4' -Trimethoxychalcone",,,C17H16O5,300.31000000000006,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
151,COc2ccc(/C=C/C(=O)c1ccc(OC)cc1O)cc2,"6,6'-Dihydroxy-2',4' dimethoxychalcone",,,C17H16O4,284.311,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
152, O=C(/C=C/c1ccc(O)cc1O)c2c(O)cc(O)cc2O,"4,6,2',4',6'-Pentahydroxychalcone",,,C15H12O6,288.252,,natural,chalcone,,inactive,"10.1021/cr400552x; 10.1002/ptr.701
"
153,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",,,C21H22O11,450.3960000000002,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
154,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",1.86,,C21H22O11,450.3960000000002,,natural,chalcone,,active,10.1021/cr400552x; 10.1002/ptr.701
155,COc2ccc(/C=C/C(=O)c1c(O)cc(OC)cc1OC)c(O)c2,"6,6'-Dihydroxy-4,2'4'-trihydroxychalcone",,,C18H18O6,330.33600000000007,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
156,COc1ccccc1/C=C/C(=O)c2c(O)c(OC)c(OC)cc2OC,"2'-Hydroxy-6,3'4',6'-tetramethoxychalcone",,,C19H20O6,344.3630000000001,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
157,C/C(C)=C\CCc2c(O)cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c2O,"3' -prenyl-4,6,2',4',6'-pentahydroxychalcone",,,C21H22O6,370.40100000000007,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
158,        COc2ccc(/C=C/C(=O)c1c(O)c(CC/C=C(C)/C)c(OC)cc1OC)c(OC)c2,"2'-Hydroxy-3'-prenyl-4,6,4',6'-tetramethoxyychalcone",,,C25H30O6,426.5090000000002,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
159,COc2cc(OC)c(C(=O)/C=C/c1cc(OC)c(OC)cc1OC)c(OC)c2,"3,4,6,2',4',6' -Hexamethoxychalcone",,,C21H24O7,388.41600000000017,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
160,COc2ccc(/C=C/C(=O)c1c(OC)cc(OC)c(CC/C=C(C)/C)c1OC)c(OC)c2,"3'-prenyl-4,6,2',4',6'-pentamethoxychalcone",,,C26H32O6,440.5360000000003,,natural,chalcone,,inactive,10.1021/cr400552x; 10.1002/ptr.701
161,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2","4',2,6,2-Tetrahydroxy -4 -methoxychalcone",,6.35,C16H14O6,302.28200000000004,Piper elongatum,natural,chalcone,,active,10.1021/cr400552x; 10.1002/ptr.701
162,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2","4',2,6,2-Tetrahydroxy -4 -methoxychalcone",,3.82,C16H14O6,302.28200000000004,Piper elongatum,natural,chalcone,,active,10.1021/cr400552x; 10.1002/ptr.701
163,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,Flavokavin B,,11.2,C18H18O5,314.33700000000005,a related species (Piper rusbyi),natural,chalcone,,active,10.1021/cr400552x
164,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,Flavokavin B,,,C18H18O5,314.33700000000005,a related species (Piper rusbyi),natural,chalcone,,inactive,10.1021/cr400552x
165,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",,12.9 ±0.1 and 7.7 ±3.3 respectively,C18H18O4,298.338,P. polydenius,natural,chalcone,,active,10.1021/cr400552x
166,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",,5.0 +/-1.3,C18H18O4,298.338,P. polydenius,natural,chalcone,,active,10.1021/cr400552x
167,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",,,C18H18O4,298.338,P. polydenius,natural,chalcone,,inactive,10.1021/cr400552x
168,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",,13.3 ±0.5 and 9.3 ±3.3 respectively,C18H18O5,314.33700000000005,P. polydenius,natural,chalcone,,active,10.1021/cr400552x
169,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",,7.5 +/- 0.9,C18H18O5,314.33700000000005,P. polydenius,natural,chalcone,,active,10.1021/cr400552x
170,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",,,C18H18O5,314.33700000000005,P. polydenius,natural,chalcone,,inactive,10.1021/cr400552x
171,c1ccc(cc1)c2cc(=O)c3ccccc3o2,Flavone,,5.0,C15H10O2,222.239,,natural,flavonoid,,active,10.1021/cr400552x;10.1128/AAC.50.4.1352
172,c1ccc(cc1)c2cc(=O)c3c(cccc3o2)O,5-Hydroxyflavone (primuletin),,5.5,C15H10O3,238.238,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
173,c1ccc(cc1)c2cc(=O)c3cc(ccc3o2)O,6-Hydroxyflavone,,5.5,C15H10O3,238.238,,natural,falavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
174,"c1ccc(cc1)c2cc(=O)c3ccc(cc3o2)O
",7-Hydroxyflavone,,13.4,C15H10O3,238.238,,,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
175,c1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O,"Chrysin

",,5.4,C15H10O4,254.238,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
176,c1ccc(cc1)c2cc(=O)c3cc(c(cc3o2)O)O,"6,7-Dihydroxyflavone
",,6.2,C15H10O4,254.238,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
177,c1ccc(cc1)c2cc(=O)c3ccc(c(c3o2)O)O,"7,8-Dihydroxyflavone
",,1.7,C15H10O4,254.238,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
178,COc1ccc2c(=O)cc(oc2c1OC)c3ccccc3,"7,8-Dimethoxyflavone",,9.6,C17H14O4,282.291,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
179,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"Apigenin

",,1.9,C15H10O5,270.2369,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
180,COc1cc(c2c(=O)cc(oc2c1)c3ccc(cc3)O)O,Genkwanin,,9.4,C16H12O5,284.263,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
181,COc1ccc(cc1)c2cc(=O)c3c(o2)cc(c(c3O)O)OC,Ladanein,,2.1,C17H14O6,314.289,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
182,COc1cc2c(c(=O)cc(o2)c3ccc(cc3)O)c(c1OC)O,Cirsimaritin,,3.9,C17H14O6,314.289,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
183,c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O)O,"Scutellarein
",,2.6,C15H10O6,286.236,,natural,flavonoid,,active,10.1021/cr400552x; 10.1128/AAC.50.4.1352
