,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,active_or_inactive,refs
75,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4NC,,,C25H46N2,374.65700000000015,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,,"10.1021/cr400552x;
    10.1080/14786410701192736"
76,[H]\C(C(=O)N[C@H]1C([H])([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@H]([C@]([H])(C)N(C)C)[C@@]4(C)CC[C@]23[H])C1([H])[H])=C(\C)C(C)C,,,C30H52N2O,456.7590000000003,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,,"10.1021/cr400552x;
    10.1080/14786410701192736"
77,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,,C29H50N2O2,458.7310000000002,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,,"10.1021/cr400552x;
    10.1080/14786410701192736"
78,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,,C29H50N2O2,458.7310000000002,Nepalese species Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,,"10.1021/cr400552x;
    10.1080/14786410701192736"
79,C[C@@H](C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4O)NC(=O)C=C(C)C)C)C)[NH+](C)C,"N-[(3beta,4beta,5alpha,20S)-20-(Dimethylamino)-4-hydroxypregn-16-en-3-yl]-3-methyl-2-butenamide",hookerianamide J,C28H46N2O2,442.677,Sarcococca hookeriana,natural,alkaloid,eight 5R-pregnane-type steroidal alkaloid,,"10.1021/cr400552x

"
80,C[C@@H]([C@H]1CC=C2[C@@]1(CC[C@H]3[C@H]2CCC4=C[C@H](CC[C@]34C)[NH+](C)C)C)[NH+](C)C,"(3beta,20S)-N~3~,N~3~,N~20~,N~20~-Tetramethylpregna-4,14-diene-3,20-diamine",hookerianamide K,C25H42N2,370.614,Sarcococca hookeriana,natural,alkaloid,eight 5R-pregnane-type steroidal alkaloid,,"10.1021/cr400552x

"
81,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC=C(C4=O)NC=O)C)C)[NH+](C)C,"N-[(5alpha,20S)-20-(Dimethylamino)-4-oxopregn-2-en-3-yl]formamide",hookerianamide H,C24H38N2O2,386.571,arcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,,10.1021/cr400552x
82,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N(C)C(=O)c5ccccc5)C)C)[NH2+]C,"N-Methyl-N-[(3beta,5alpha,20S)-20-(methylamino)pregnan-3-yl]benzamide",hookerianamide I,C30H46N2O,451.7190000000002,arcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,,10.1021/cr400552x
83,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N)C)C)N(C)C,"(3beta,5alpha,20S)-N~20~,N~20~-Dimethylpregnane-3,20-diamine",chonemorphine,C23H42N2,346.593,Sarcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,,10.1021/cr400552x
84,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4OC(=O)C)NC(=O)C=C(C)C)C)C)NC,"(3beta,4beta,5alpha,20S)-20-(Methylamino)-3-[(3-methyl-2-butenoyl)amino]pregnan-4-yl acetate",vagenine A,C29H48N2O3,472.703,Sarcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,,10.1021/cr400552x
85,"C/C=C(\C)/C(=O)NC1=CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1=O)CC[C@@H]4[C@H](C)NC)C)C
","2,3-dehydrosarsalignone ",,C27H40N2O2,424.6290000000002,Sarcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,,10.1021/cr400552x
86,C/C=C(\C)/C(=O)N[C@H]1CC[C@]2(C([C@H]1OC(=O)C)CCC3C2CC[C@]4(C3CC[C@@H]4C(C)N(C)C)C)C,"(3beta,4beta,8xi,9xi,14xi,20S)-20-(Dimethylamino)-3-{[(2E)-2-methyl-2-butenoyl]amino}pregnan-4-yl acetate",sarcovagine C,C30H50N2O3,486.73,Sarcococca hookeriana,natural,alkaloid,5R-pregnane-type steroidal alkaloid,,10.1021/cr400552x        
87,C/C=C/C(=O)C[C@H]1[C@H](C[C@]2(C([C@H]1O)CCC3C2CC[C@]4(C3CC[C@@H]4[C@H](C)N(C)C)C)C)OC(=O)C,"(2beta,3beta,4beta,8xi,9xi,14xi,20S)-20-(Dimethylamino)-4-hydroxy-3-[(3E)-2-oxo-3-penten-1-yl]pregnan-2-yl acetate",hookerianamide L,C30H49NO4,487.72500000000036,Sarcococca hookeriana,natural, alkaloid,steroidal alkaloid,,"10.1021/cr400552x; 
    10.1055/s-0029-1240896"
88,[H][C@@]4([H])C[C@@]1(C)[C@@]([H])(CC[C@]2([H])[C@]1([H])CC[C@]3(C)[C@@H](CC([H])(C)N(C)C)[C@@H](CC(C)=O)C[C@@]23[H])[C@@H](O)[C@H]4NNC(=O)/C=C(C)\C.C,,hookerianamide O,C33H59N3O3,545.8530000000002,Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,,"10.1021/cr400552x;
    10.1055/s-0029-1240896"
89,[H][C@H]4C[C@@]3([H])[C@]2([H])CC[C@@]1([H])[C@@H]([H])[C@@H](NNC=O)[C@]([H])([H])C[C@]1(C)[C@@]2([H])CC[C@]3(C)[C@H]4CC([H])(C)N(C)C.C,,N-formylchonemorphine,C26H49N3O,419.69800000000026,Sarcococca hookeriana,natural,alkaloid,steroidal alkaloid,,"10.1021/cr400552x; 
    10.1055/s-0029-1240896"
90,[H][C@]16/N=C(N)\NC14N(CC3[C@H](CN)[C@H](Cl)C2(/N=C(N)\N[C@@H]2C)[C@@]34[H])C(=O)c5cc(Br)c(Br)n56,,"dibromopalauamine 
",C18H22Br2ClN9O,575.697,Axinella verrucosa (marine sponge),natural,alkaloid,bromopyrrole alkaloid,,10.1021/cr400552x
91,O=C(O)CC2CNC(=O)c1cc(Br)c(Br)n12,,longamide,C9H8Br2N2O3,351.982,Agelas dispar,natural,alkaloid,bromopyrrole alkaloid,,10.1021/cr400552x
92,COc2cccc3c(OC)c1ccoc1nc23,,"Gamma-fagarine 
",C13H11NO3,229.23499999999999,Helietta apiculata,natural,alkaloid,furoquinoline alkaloid,,10.1021/cr400552x;10.1016/j.phymed.2009.09.009;10.1016/j.bmc.2013.11.048
93,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,,"Delta 1,6-Juliprosopine",C40H71N3O2,626.0270000000003,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,,10.1021/cr400552x; 10.1055/s-0030-1270906 
94,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",, prosopilosidine,C40H72ClN3O2,662.4880000000005,Prosopis glandulosa,natural,Alkaloid,indolizidine alkaloid,,10.1021/cr400552x; 10.1055/s-0030-1270906 
95,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,,prosopilosine,C40H75N3O2,630.0590000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,,10.1021/cr400552x; 10.1055/s-0030-1270906 
96,C[C@@H]1N[C@H](CCCCCCCCCCC2C=C(CCCCCCCCCC[C@@H]3CC[C@@H](O)[C@H](C)N3)CN3CCCC23)CC[C@@H]1O,,isoprosopilosine,C40H75N3O2,630.0590000000002,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,,10.1021/cr400552x; 10.1055/s-0030-1270906 
97,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,,isoprosopilosidine,C40H72N3O2+,627.0350000000002,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,,10.1021/cr400552x; 10.1055/s-0030-1270906 
98,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,"(2S,3S,6R,2'S,3'S,6'R)-6,6'-(1,2,3,5,8,8a-Hexahydroindolizine-6,8-diyldi-10,1-decanediyl)bis(2-methyl-3-piperidinol)",juliprosopine,C40H75N3O2,630.042,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,,10.1021/cr400552x; 10.1055/s-0030-1270906 
99,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",,juliprosine,C40H72N3O2+,627.0350000000005,Prosopis glandulosa,natural,alkaloid,indolizidine alkaloid,,10.1021/cr400552x; 10.1055/s-0030-1270906 
100,C/C=C(/C)\C(=O)OC[C@H]1C2=C(C[C@H]3N1C[C@H]4[C@@H](C5=C([C@H]3N4C)C(=O)C(=C(C5=O)C)OC)O)C(=O)C(=C(C2=O)OC)C,"[(1R,2R,10R,13S,14R)-14-Hydroxy-7,18-dimethoxy-6,17,21-trimethyl-5,8,16,19-tetraoxo-11,21-diazapentacyclo[11.7.1.0~2,11~.0~4,9~.0~15,20~]henicosa-4(9),6,15(20),17-tetraen-10-yl]methyl (2Z)-2-methyl-2- butenoate",renieramycin A,C30H34N2O9,566.599,the marine sponge Neopetrosia sp,natural,alkaloid,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.3390/md202055
101,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,,2' -hydroxychalcone,C15H12O2,224.259,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
102,COc2ccc(/C=C/C(=O)c1ccccc1)cc2,,4 -methoxychalcone,C16H14O2,238.286,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
103,O=C(/C=C/c1ccc(O)cc1)c2ccc(O)cc2O,,"4,2',4' -Trihydroxychalcone",C15H12O4,256.257,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
104,COc2ccc(/C=C/C(=O)c1ccc(O)cc1O)cc2,,"2',4 Dihydroxychalcone",C16H14O4,270.284,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
105,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2O,,"3,2' -Dihydroxy-4-methoxychalcone",C16H14O4,270.284,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
106,COc2ccc(C(=O)/C=C/c1ccc(O)cc1)c(O)c2,,"4,2' -Dihydroxy-4-methoxychalcone",C16H14O4,270.284,,natural,chacone,,,10.1021/cr400552x; 10.1002/ptr.701
107,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2OC,,"2' hydroxy -3,4 -dimethoxychalcone",C17H16O4,284.31100000000004,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
108,COc2ccc(/C=C/C(=O)c1ccc(OC)c(OC)c1)cc2,,"2' hydroxy -3',4' -dimethoxychalcone",C18H18O4,298.33799999999997,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
109,COc2cc(O)c(C(=O)/C=C/c1ccccc1O)c(OC)c2,,"4,3',4' -Trimethoxychalcone",C17H16O5,300.31000000000006,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
110,COc2ccc(/C=C/C(=O)c1ccc(OC)cc1O)cc2,,"6,6'-Dihydroxy-2',4' dimethoxychalcone",C17H16O4,284.311,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
111, O=C(/C=C/c1ccc(O)cc1O)c2c(O)cc(O)cc2O,"(2E)-3-(2,4-Dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-2-propen-1-one","4,6,2',4',6'-Pentahydroxychalcone",C15H12O6,288.252,,natural,chalcone,,,"10.1021/cr400552x; 10.1002/ptr.701
"
112,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",C21H22O11,450.3960000000002,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
113,COc2ccc(/C=C/C(=O)c1c(O)cc(OC)cc1OC)c(O)c2,,"6,6'-Dihydroxy-4,2'4'-trihydroxychalcone",C18H18O6,330.33600000000007,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
114,COc1ccccc1/C=C/C(=O)c2c(O)c(OC)c(OC)cc2OC,,"2'-Hydroxy-6,3'4',6'-tetramethoxychalcone",C19H20O6,344.3630000000001,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
115,C/C(C)=C\CCc2c(O)cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c2O,,"3' -prenyl-4,6,2',4',6'-pentahydroxychalcone",C21H22O6,370.40100000000007,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
116,        COc2ccc(/C=C/C(=O)c1c(O)c(CC/C=C(C)/C)c(OC)cc1OC)c(OC)c2,,"2'-Hydroxy-3'-prenyl-4,6,4',6'-tetramethoxyychalcone",C25H30O6,426.5090000000002,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
117,COc2cc(OC)c(C(=O)/C=C/c1cc(OC)c(OC)cc1OC)c(OC)c2,,"3,4,6,2',4',6' -Hexamethoxychalcone",C21H24O7,388.41600000000017,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
118,COc2ccc(/C=C/C(=O)c1c(OC)cc(OC)c(CC/C=C(C)/C)c1OC)c(OC)c2,,"3'-prenyl-4,6,2',4',6'-pentamethoxychalcone",C26H32O6,440.5360000000003,,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
119,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2",,"4',2,6,2-Tetrahydroxy -4 -methoxychalcone",C16H14O6,302.28200000000004,Piper elongatum,natural,chalcone,,,10.1021/cr400552x; 10.1002/ptr.701
120,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,,Flavokavin B,C18H18O5,314.33700000000005,a related species (Piper rusbyi),natural,chalcone,,,10.1021/cr400552x
121,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"(2E)-1-(2,4-Dihydroxy-6-methoxy-3,5-dimethylphenyl)-3-phenyl-2-propen-1-one","2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",C18H18O4,298.338,P. polydenius,natural,chalcone,,,10.1021/cr400552x
122,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"(2E)-1-(2,4-Dihydroxy-6-methoxy-3,5-dimethylphenyl)-3-(2-hydroxyphenyl)-2-propen-1-one","2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",C18H18O5,314.33700000000005,P. polydenius,natural,chalcone,,,10.1021/cr400552x
123,c1ccc(cc1)c2cc(=O)c3ccccc3o2,2-Phenyl-4H-chromen-4-one,Flavone,C15H10O2,222.239,,natural,flavonoid,,,10.1021/cr400552x;10.1128/AAC.50.4.1352
124,c1ccc(cc1)c2cc(=O)c3c(cccc3o2)O,5-Hydroxy-2-phenyl-4H-chromen-4-one,5-Hydroxyflavone (primuletin),C15H10O3,238.238,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
125,c1ccc(cc1)c2cc(=O)c3cc(ccc3o2)O,6-Hydroxy-2-phenyl-4H-chromen-4-one,6-Hydroxyflavone,C15H10O3,238.238,,natural,falavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
126,"c1ccc(cc1)c2cc(=O)c3ccc(cc3o2)O
",7-Hydroxy-2-phenyl-4H-chromen-4-one,7-Hydroxyflavone,C15H10O3,238.238,,,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
127,c1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O,"5,7-Dihydroxy-2-phenyl-4H-chromen-4-one","Chrysin

",C15H10O4,254.238,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
128,c1ccc(cc1)c2cc(=O)c3cc(c(cc3o2)O)O,"6,7-Dihydroxy-2-phenyl-4H-chromen-4-one","6,7-Dihydroxyflavone
",C15H10O4,254.238,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
129,c1ccc(cc1)c2cc(=O)c3ccc(c(c3o2)O)O,"7,8-Dihydroxy-2-phenyl-4H-chromen-4-one","7,8-Dihydroxyflavone
",C15H10O4,254.238,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
130,COc1ccc2c(=O)cc(oc2c1OC)c3ccccc3,"7,8-Dimethoxy-2-phenyl-4H-chromen-4-one","7,8-Dimethoxyflavone",C17H14O4,282.291,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
131,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,,"Apigenin

",C15H10O5,270.2369,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
132,COc1cc(c2c(=O)cc(oc2c1)c3ccc(cc3)O)O,5-Hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-chromen-4-one,Genkwanin,C16H12O5,284.263,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
133,COc1ccc(cc1)c2cc(=O)c3c(o2)cc(c(c3O)O)OC,"5,6-Dihydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-chromen-4-one",Ladanein,C17H14O6,314.289,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
134,COc1cc2c(c(=O)cc(o2)c3ccc(cc3)O)c(c1OC)O,"5-Hydroxy-2-(4-hydroxyphenyl)-6,7-dimethoxy-4H-chromen-4-one",Cirsimaritin,C17H14O6,314.289,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
135,c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O)O,"5,6,7-Trihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one","Scutellarein
",C15H10O6,286.236,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
136,c1ccc2c(c1)c(=O)cc(o2)c3ccc(c(c3)O)O,"2-(3,4-Dihydroxyphenyl)-4H-chromen-4-one","3',4'-Dihydroxyflavone
",C15H10O4,254.238,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
137,c1cc(c(cc1c2cc(=O)c3ccc(cc3o2)O)O)O,"2-(3,4-Dihydroxyphenyl)-7-hydroxy-4H-chromen-4-one","7,3',4'-Trihydroxyflavone",C15H10O5,270.237,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
138,COc1ccc(cc1O)c2cc(=O)c3c(cc(cc3o2)O)O,"5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromen-4-one",Diosmetin,C16H12O6,300.263,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
139,c1cc(c(cc1c2cc(=O)c3ccc(c(c3o2)O)O)O)O,"2-(3,4-Dihydroxyphenyl)-7,8-dihydroxy-4H-chromen-4-one","7,8,3',4'-Tetrahydroxyflavone",C15H10O6,286.236,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
140,c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,5-Hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside,"Apigenin-7-O-glucoside
",C21H20O10,432.378,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
141,c1cc(c(cc1c2cc(=O)c3c(o2)cc(cc3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,"2-(3,4-Dihydroxyphenyl)-7-hydroxy-4-oxo-4H-chromen-5-yl beta-D-glucopyranoside","Luteolin-5-O-glucoside

",C21H20O11,448.377,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
142,c1cc(c(cc1c2cc(=O)c3c(cc(cc3o2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,"2-(3,4-Dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside",Luteolin-7-O-glucoside,C21H20O11,448.377,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
143,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H](C([C@@H]([C@@H](O5)CO)O)O)O)O)O)O)O)O)O,,Luteolin-7-O-rutinoside,C27H30O16,610.521,,natural,flavonoid,,,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

"
144,c1ccc(cc1)c2c(c(=O)c3ccccc3o2)O,3-Hydroxy-2-phenyl-4H-chromen-4-one,3-hydroxyflavone,C15H10O3,238.238,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
145,c1ccc(cc1)c2c(c(=O)c3cc(ccc3o2)O)O,"3,6-Dihydroxy-2-phenyl-4H-chromen-4-one","3,6-Dihydroxyflavone",C15H10O4,254.238,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
146,c1ccc(cc1)c2c(c(=O)c3ccc(cc3o2)O)O,"3,7-Dihydroxy-2-phenyl-4H-chromen-4-one","3,7-Dihydroxyflavone",C15H10O4,254.238,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
147,c1ccc(cc1)c2c(c(=O)c3c(cc(cc3o2)O)O)O,"3,5,7-Trihydroxy-2-phenyl-4H-chromen-4-one",Galangin,C15H10O5,270.237,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
148,c1cc(ccc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O,"3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one",kaempferol,C15H10O6,286.236,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
149,c1cc(c(cc1O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,"2-(2,4-Dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one",Morin,C15H10O7,302.236,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
150,c1cc(c(cc1c2c(c(=O)c3ccc(cc3o2)O)O)O)O,"2-(3,4-Dihydroxyphenyl)-3,7-dihydroxy-4H-chromen-4-one",Fisetin,C15H10O6,286.236,,natural,flavonoid,,,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

"
151,c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O,"2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one",Quercetin, C15H10O7,302.236,,natural,flavonoid,,,"10.1021/cr400552x; 10.1128/AAC.50.4.1352;10.1093/nar/gkj502;
10.1016/j.exppara.2012.01.015

"
152,COc1cc(ccc1O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,"3,5,7-Trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4H-chromen-4-one",Isorhamnetin,C16H12O7,316.262,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
153,COc1cc(c2c(c1)oc(c(c2=O)O)c3ccc(c(c3)O)O)O,"2-(3,4-Dihydroxyphenyl)-3,5-dihydroxy-7-methoxy-4H-chromen-4-one",Rhamnetin,C16H12O7,316.262,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
154,COc3ccc(c2oc1cc(O)cc(O)c1c(=O)c2OC)cc3OC,,"3,4'-Dimethylquercetin",C18H16O7,344.31900000000013,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
155,COc1ccc(cc1OC)c2c(c(=O)c3c(cc(cc3o2)OC)O)OC,"2-(3,4-Dimethoxyphenyl)-5-hydroxy-3,7-dimethoxy-4H-chromen-4-one","Quercetin-3,7,3,4-tetramethylether",C19H18O7,358.342,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
156,c1c(cc(c(c1O)O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,"3,5,7-Trihydroxy-2-(3,4,5-trihydroxyphenyl)-4H-chromen-4-one",myricetin,C15H10O8,318.235,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
157,c1cc(c(cc1c2c(c(=O)c3c(o2)cc(c(c3O)O)O)O)O)O,"2-(3,4-Dihydroxyphenyl)-3,5,6,7-tetrahydroxy-4H-chromen-4-one",Quercetagetin,C15H10O8,318.235,,natural,flavonoid,,,10.1021/cr400552x; 10.1128/AAC.50.4.1352
158,[H]c1ccc(cc1O)-c1oc2cc(O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 6-deoxy-alpha-L-mannopyranoside",Quercitrin,C21H20O11,448.377,Kalanchoe pinnata,natural,falavonoid,,,"10.1021/cr400552x; 10.1128/AAC.50.4.1352;
10.1016/j.exppara.2012.01.015"
159,C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,,3-O-alpha- L-rhamnopyranoside,C21H20O11,448.3800000000001,,natural,flavonoid,,,10.1021/cr400552x
160,O=C\1c3c(O)c(c(O)cc3O/C(=C/1)c2ccc(O)c(OC)c2)C\C=C(/C)CC\C=C(/C)C,"6-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4H-chromen-4-one",Cannflavin A,C26H28O6,436.497,Cannabis sativa,natural,flavonoid,,,"10.1021/cr400552x

"
