ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
80,[H][C@](C)(C[C@H]3CC[C@@]4([H])[C@]2([H])CC[C@@]1([H])[C@@]([H])(OC(C)=O)[C@@H](NC(=O)/C=C/C)[C@]([H])(O)C[C@]1(C)[C@@]2([H])CC[C@]34C)N(C)C,,Active,Leishmania,Extracellular,,,0.2,,,,,,,502.74,Nepalese species Sarcococca hookeriana,C30H50N2O4,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",68,
81,[H][C@](C)(C[C@H]3CC[C@@]4([H])[C@]2([H])CC[C@@]1([H])[C@@]([H])([H])[C@@H](NC(=O)/C=C/C)[C@@]([H])(OC(C)=O)C[C@]1(C)[C@@]2([H])CC[C@]34C)N(C)C,,Active,Leishmania,Extracellular,,,3.78,,,,,,,486.741,Nepalese species Sarcococca hookeriana,C30H50N2O3,Alkaloid,Steroidal Alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736

",71,
82,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C=O)[C@@]1(C)CC[C@@]23[H])[C@]([H])([H])[C@H]4NCC(=O)/C=C(C)/C(C)C,,Active,Leishmania,Extracellular,,,6.49,,,,,,,498.796,Nepalese species Sarcococca hookeriana,C32H54N2O2,Alkaloid,Steroidal Alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",70,
83,[H][C@](C)(C[C@H]3CC[C@@]4([H])[C@]2([H])CC[C@@]1([H])[C@@]([H])([H])[C@@H](NC(=O)/C=C/C)[C@@]([H])(OC(C)=O)C[C@]1(C)[C@@]2([H])CC[C@]34C)N(C)C,,Active,Leishmania,Extracellular,,,3.36,,,,,,,486.741,Nepalese species Sarcococca hookeriana,C30H50N2O3,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",71,
84,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CCC([C@]([H])(C)NC)C1(C)CC[C@@]23[H])[C@@]([H])(O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,Extracellular,,,2.29,,,,,,,430.677,Nepalese species Sarcococca hookeriana,C27H46N2O2,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",72,
85,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)NC)[C@@]1(C)CC[C@@]23[H])[C@@]([H])(O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,Extracellular,,,3.27,,,,,,,444.704,Nepalese species Sarcococca hookeriana,C28H48N2O2,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",74,
86,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4NC,,Active,Leishmania,Extracellular,,,2,,,,,,,374.657,Nepalese species Sarcococca hookeriana,C25H46N2,alkaloid,Steroidal Alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",79,
87,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@]([H])(O)[C@H]4O,,Active,Leishmania,Extracellular,,,55.33,,,,,,,377.613,Nepalese species Sarcococca hookeriana,C24H43NO2,Alkaloid,Steroidal Alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",76,
88,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4N,,Active,Leishmania,Extracellular,,,3.41,,,,,,,360.63,Nepalese species Sarcococca hookeriana,C24H44N2,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x,
    10.1080/14786410701192736",77,
89,[H]C1([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CCC(CC([H])(C)N(C)C)[C@@]4(C)CC[C@]23[H])C([H])([H])[C@H]1N(C)C,,Active,Leishmania,Extracellular,,,13,,,,,,,388.684,Nepalese species Sarcococca hookeriana,C26H48N2,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",78,
90,[H][C@]4([H])C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@]([H])([H])[C@H]4NC,,Active,Leishmania,Extracellular,,,3.44,,,,,,,374.657,Nepalese species Sarcococca hookeriana,C25H46N2,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",79,
91,[H]\C(C(=O)N[C@H]1C([H])([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@H]([C@]([H])(C)N(C)C)[C@@]4(C)CC[C@]23[H])C1([H])[H])=C(\C)C(C)C,,Active,Leishmania,Extracellular,,,0.46,,,,,,,456.759,Nepalese species Sarcococca hookeriana,C30H52N2O,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",80,
92,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,Extracellular,,,3.41,,,,,,,458.731,Nepalese species Sarcococca hookeriana,C29H50N2O2,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",82,
93,[H][C@H]4C[C@@]3(C)[C@@]([H])(CC[C@@]2([H])[C@]1([H])CC[C@H](C[C@]([H])(C)N(C)C)[C@@]1(C)CC[C@@]23[H])[C@@H](O)[C@H]4NC(=O)/C(C)=C/C,,Active,Leishmania,Extracellular,,,1.28,,,,,,,458.731,Nepalese species Sarcococca hookeriana,C29H50N2O2,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1080/14786410701192736",82,
94,C[C@@H](C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4O)NC(=O)C=C(C)C)C)C)[NH+](C)C,hookerianamide J,Active,Leishmania,Extracellular,11.3,,,,,,,,,443.696,Sarcococca hookeriana,C28H47N2O2+,alkaloid,eight 5R-pregnane-type steroidal alkaloid,natural,"10.1021/cr400552x

",84,
95,C[C@@H]([C@H]1CC=C2[C@@]1(CC[C@H]3[C@H]2CCC4=C[C@H](CC[C@]34C)[NH+](C)C)C)[NH+](C)C,hookerianamide K,Active,Leishmania,Extracellular,6.8,,,,,,,,,372.641,Sarcococca hookeriana,C25H44N2+2,alkaloid,eight 5R-pregnane-type steroidal alkaloid,natural,"10.1021/cr400552x

",85,
96,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC=C(C4=O)NC=O)C)C)[NH+](C)C,hookerianamide H,Active,Leishmania,Extracellular,22.4,,,,,,,,,387.588,arcococca hookeriana,C24H39N2O2+,alkaloid,5R-pregnane-type steroidal alkaloid,natural,10.1021/cr400552x,86,
97,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N(C)C(=O)c5ccccc5)C)C)[NH2+]C,hookerianamide I,Active,Leishmania,Extracellular,8.8,,,,,,,,,451.719,arcococca hookeriana,C30H47N2O+,alkaloid,5R-pregnane-type steroidal alkaloid,natural,10.1021/cr400552x,87,
98,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N)C)C)N(C)C,chonemorphine,Active,Leishmania,Extracellular,,,[0.7-9.3],,,,,,,346.603,Sarcococca hookeriana,C23H42N2,alkaloid,5R-pregnane-type steroidal alkaloid,natural,10.1021/cr400552x,88,
99,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4OC(=O)C)NC(=O)C=C(C)C)C)C)NC,vagenine A,Active,Leishmania,Extracellular,3.3,,,,,,,,,472.714,Sarcococca hookeriana,C29H48N2O3,alkaloid,5R-pregnane-type steroidal alkaloid,natural,10.1021/cr400552x,89,
100,"C/C=C(\C)/C(=O)NC1=CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1=O)CC[C@@H]4[C@H](C)NC)C)C
",,Active,Leishmania,Extracellular,21.3,,,,,,,,,424.629,Sarcococca hookeriana,C27H40N2O2,alkaloid,5R-pregnane-type steroidal alkaloid,natural,10.1021/cr400552x,90,
101,C/C=C(\C)/C(=O)N[C@H]1CC[C@]2(C([C@H]1OC(=O)C)CCC3C2CC[C@]4(C3CC[C@@H]4C(C)N(C)C)C)C,sarcovagine C,Active,Leishmania,Extracellular,1.5,,,,,,,,,486.741,Sarcococca hookeriana,C30H50N2O3,alkaloid,5R-pregnane-type steroidal alkaloid,natural,10.1021/cr400552x,91,
102,C/C=C/C(=O)C[C@H]1[C@H](C[C@]2(C([C@H]1O)CCC3C2CC[C@]4(C3CC[C@@H]4[C@H](C)N(C)C)C)C)OC(=O)C,hookerianamide L,Active,Leishmania,Extracellular,,,8.8,,,,,,,487.725,Sarcococca hookeriana,C30H49NO4,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x; 
    10.1055/s-0029-1240896",92,
103,[H][C@@]4([H])C[C@@]1(C)[C@@]([H])(CC[C@]2([H])[C@]1([H])CC[C@]3(C)[C@@H](CC([H])(C)N(C)C)[C@@H](CC(C)=O)C[C@@]23[H])[C@@H](O)[C@H]4NNC(=O)/C=C(C)\C.C,hookerianamide O,Active,Leishmania,Extracellular,,,9.3,,,,,,,545.853,Sarcococca hookeriana,C33H59N3O3,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0029-1240896",93,
104,[H][C@H]4C[C@@]3([H])[C@]2([H])CC[C@@]1([H])[C@@H]([H])[C@@H](NNC=O)[C@]([H])([H])C[C@]1(C)[C@@]2([H])CC[C@]3(C)[C@H]4CC([H])(C)N(C)C.C,N-formylchonemorphine,Active,Leishmania,Extracellular,,,7.2,,,,,,,419.698,Sarcococca hookeriana,C26H49N3O,alkaloid,steroidal alkaloid,natural,"10.1021/cr400552x; 
    10.1055/s-0029-1240896",94,
105,[H][C@]16/N=C(N)\NC14N(CC3[C@H](CN)[C@H](Cl)C2(/N=C(N)\N[C@@H]2C)[C@@]34[H])C(=O)c5cc(Br)c(Br)n56,"dibromopalauamine 
",Active,Leishmania,Extracellular,,,1.09,,,,,,,575.697,Axinella verrucosa (marine sponge),C18H22Br2ClN9O,alkaloid,bromopyrrole alkaloid,natural,10.1021/cr400552x,95,
106,O=C(O)CC2CNC(=O)c1cc(Br)c(Br)n12,longamide,Active,Leishmania,Extracellular,,,3.85,,,,,,,351.982,Agelas dispar,C9H8Br2N2O3,alkaloid,bromopyrrole alkaloid,natural,10.1021/cr400552x,96,
107,COc2cccc3c(OC)c1ccoc1nc23,"Gamma-fagarine 
",Active,Leishmania,Axenic,"17,3",,,,,,,,,229.235,Helietta apiculata,C13H11NO3,alkaloid,furoquinoline alkaloid,natural,"10.1021/cr400552x;
   10.1016/j.phymed.2009.09.009  ",97,
108,COc2cccc3c(OC)c1ccoc1nc23,"Gamma-fagarine 
",Inactive,Leishmania,Axenic,,,,,,,,,,229.235,Helietta apiculata,C13H11NO3,alkaloid,furoquinoline alkaloid,natural,"10.1021/cr400552x;
   10.1016/j.phymed.2009.09.009  ",97,
109,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,Intracellular,,,0.83,,,,,,,626.027,Prosopis glandulosa,C40H71N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",98,
110,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,Intracellular,,,8.47,,,,,,,626.027,Prosopis glandulosa,C40H71N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",98,
111,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,Intracellular,,,1.67,,,,,,,626.027,Prosopis glandulosa,C40H71N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",98,
112,[H][C@@]12CCCN1CC(CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1)=C[C@@]2([H])CCCCCCCCCCC1=N[C@H](C)[C@H](O)CC1,"Delta 1,6-Juliprosopine",Active,Leishmania,Intracellular,,,1.83,,,,,,,626.027,Prosopis glandulosa,C40H71N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",98,
113,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",prosopilosidine,Active,Leishmania,Intracellular,,,0.91,,,,,,,662.488000000001,Prosopis glandulosa,C40H72ClN3O2,Alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",99,
114,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",prosopilosidine,Active,Leishmania,Intracellular,,,9.49,,,,,,,662.488000000001,Prosopis glandulosa,C40H72ClN3O2,Alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",99,
115,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",prosopilosidine,Active,Leishmania,Intracellular,,,3.23,,,,,,,662.488000000001,Prosopis glandulosa,C40H72ClN3O2,Alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",99,
116,"C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O.[Cl-]
",prosopilosidine,Active,Leishmania,Intracellular,,,2.08,,,,,,,662.488000000001,Prosopis glandulosa,C40H72ClN3O2,Alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",99,
117,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,Intracellular,,,0.18,,,,,,,630.059000000001,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",100,
118,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,Intracellular,,,2.33,,,,,,,630.059000000001,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",100,
119,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,Intracellular,,,1.08,,,,,,,630.059000000001,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",100,
120,C[C@H]1[C@@H](CC[C@H](N1)CCCCCCCCCC[C@@H]2C=C(CN3[C@H]2CCC3)CCCCCCCCCC[C@@H]4CC[C@H]([C@@H](N4)C)O)O,prosopilosine,Active,Leishmania,Intracellular,,,0.08,,,,,,,630.059000000001,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",100,
121,C[C@@H]1N[C@H](CCCCCCCCCCC2C=C(CCCCCCCCCC[C@@H]3CC[C@@H](O)[C@H](C)N3)CN3CCCC23)CC[C@@H]1O,isoprosopilosine,Inactive,Leishmania,,,,,,,,,,,630.059,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",101,
122,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,Intracellular,,,1.22,,,,,,,627.035,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",102,
123,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,Intracellular,,,7.92,,,,,,,627.035,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",102,
124,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,Intracellular,,,5.87,,,,,,,627.035,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",102,
125,C[C@H]1N[C@@H](CCCCCCCCCCC2=CC(CCCCCCCCCC[C@H]3CC[C@@H](O)[C@@H](C)N3)=C3CCC[N+]3=C2)CC[C@H]1O,isoprosopilosidine,Active,Leishmania,Intracellular,,,2.14,,,,,,,627.035,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",102,
126,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,Intracellular,,,0.29,,,,,,,630.059000000001,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",103,
127,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,Intracellular,,,3.43,,,,,,,630.059000000001,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",103,
128,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,Intracellular,,,0.79,,,,,,,630.059000000001,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",103,
129,C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2C=C(CN3C2CCC3)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O,juliprosopine,Active,Leishmania,Intracellular,,,1.92,,,,,,,630.059000000001,Prosopis glandulosa,C40H75N3O2,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",103,
130,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,Intracellular,,,1.38,,,,,,,627.035000000001,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",104,
131,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,Intracellular,,,19.5,,,,,,,627.035000000001,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",104,
132,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,Intracellular,,,3.08,,,,,,,627.035000000001,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",104,
133,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,Intracellular,,,2.58,,,,,,,627.035000000001,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",104,
134,C/C=C(/C)\C(=O)OC[C@H]1C2=C(C[C@H]3N1C[C@H]4[C@@H](C5=C([C@H]3N4C)C(=O)C(=C(C5=O)C)OC)O)C(=O)C(=C(C2=O)OC)C,renieramycin A,Active,Leishmania,Extracellular,0.35,,0.2,,,,,,,566.607,the marine sponge Neopetrosia sp,C30H34N2O9,alkaloid,,natural,"10.1021/cr400552x;
     10.1016/j.bmc.2013.11.048    ",105,
135,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,2' -hydroxychalcone,Active,Leishmania,Extracellular,,,"
",,,,,,,224.259,,C15H12O2,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",106,
136,COc2ccc(/C=C/C(=O)c1ccccc1)cc2,4 -methoxychalcone,Active,Leishmania,Extracellular,,,,,,,,,,238.286,,C16H14O2,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",107,
137,O=C(/C=C/c1ccc(O)cc1)c2ccc(O)cc2O,"4,2',4' -Trihydroxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,256.257,,C15H12O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",108,
138,COc2ccc(/C=C/C(=O)c1ccc(O)cc1O)cc2,"2',4 Dihydroxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,270.284,,C16H14O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",109,
139,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2O,"3,2' -Dihydroxy-4-methoxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,270.284,,C16H14O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",110,
140,COc2ccc(C(=O)/C=C/c1ccc(O)cc1)c(O)c2,"4,2' -Dihydroxy-4-methoxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,270.284,,C16H14O4,chacone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",111,
141,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2OC,"2' hydroxy -3,4 -dimethoxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,284.311,,C17H16O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",112,
142,COc2ccc(/C=C/C(=O)c1ccc(OC)c(OC)c1)cc2,"2' hydroxy -3',4' -dimethoxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,298.338,,C18H18O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",113,
143,COc2cc(O)c(C(=O)/C=C/c1ccccc1O)c(OC)c2,"4,3',4' -Trimethoxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,300.31,,C17H16O5,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",114,
144,COc2ccc(/C=C/C(=O)c1ccc(OC)cc1O)cc2,"6,6'-Dihydroxy-2',4' dimethoxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,284.311,,C17H16O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",115,
145,O=C(/C=C/c1ccc(O)cc1O)c2c(O)cc(O)cc2O,"4,6,2',4',6'-Pentahydroxychalcone",Inactive,Leishmania,Extracellular,,,,,,,,,,288.255,,C15H12O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",116,
146,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",Active,Leishmania,Extracellular,,,,,,,,,,450.396,,C21H22O11,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",117,
147,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",Active,Leishmania,Extracellular,1.86,,,,,,,,,450.396,,C21H22O11,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",117,
148,COc2ccc(/C=C/C(=O)c1c(O)cc(OC)cc1OC)c(O)c2,"6,6'-Dihydroxy-4,2'4'-trihydroxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,330.336,,C18H18O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",118,
149,COc1ccccc1/C=C/C(=O)c2c(O)c(OC)c(OC)cc2OC,"2'-Hydroxy-6,3'4',6'-tetramethoxychalcone",Inactive,Leishmania,,,,,,,,,,,344.363,,C19H20O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",119,
150,C/C(C)=C\CCc2c(O)cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c2O,"3' -prenyl-4,6,2',4',6'-pentahydroxychalcone",Active,Leishmania,Extracellular,,,,,,,,,,370.401,,C21H22O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",120,
